construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,probability p
cut,rand,prob,Rand.Uni.100.5.1.gexf,100,500,3,2,6,4.7465977072765915,2.0297322425994895,2.0297322425994895,2.824666795491421,2740,204,127,0,0,"[4.7465977072765915, 2.0297322425994895, 2.824666795491421, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.1499821984907315, 2.9775419878893405, 3.951663154384661, 3.951663154384661, 3.9516631543846605, 3.951663154384661, 3.9516631543846605, 3.9516631543846614, 3.9516631543846605, 3.00385340909481, 3.7987879619867413, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.0817940654097757, 4.029603810699626, 4.029603810699626, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.029603810699626, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.124103364986052, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 3.7987879619867413, 3.7987879619867413, 3.798787961986741, 3.0817940654097757, 3.0817940654097757, 4.029603810699626, 4.029603810699626, 3.3393598069676425, 4.056353703544608, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 2.9775419878893405, 2.9775419878893405, 3.951663154384661, 2.9775419878893405, 3.951663154384661, 2.9775419878893405, 2.9775419878893405, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.1499821984907315, 3.772476540781271, 4.7465977072765915, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.056353703544608, 4.056353703544607, 4.056353703544608, 4.056353703544608, 3.082232537049288, 4.056353703544608, 4.7465977072765915, 4.7465977072765915, 3.7987879619867413, 3.7987879619867413, 4.7465977072765915, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.029603810699626, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.029603810699626, 4.746597707276592, 4.7465977072765915, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 3.772476540781272, 3.772476540781271, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 3.7987879619867413, 3.798787961986741, 3.00385340909481, 3.00385340909481, 3.7987879619867413, 3.798787961986741, 3.7987879619867413, 3.00385340909481, 3.00385340909481, 3.951663154384661, 3.951663154384661, 3.9516631543846605, 3.951663154384661, 3.9516631543846605, 3.951663154384661]",0.05
cut,rand,prob,Rand.Uni.100.5.1.gexf,100,500,5,3,6,4.7465977072765915,0,0,inf,0,0,0,0,0,"[4.7465977072765915, 0]",0.05
cut,rand,prob,Rand.Uni.100.5.1.gexf,100,F,10,4,6,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,Rand.Uni.100.25.1.gexf,100,2500,2,1,36,18.382275183093853,16.406502851830695,16.406502851830695,17.397039695717215,791,110,59,0,0,"[18.382275183093853, 16.406502851830695, 17.397039695717215, 17.397039695717215, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.38227518309386, 18.38227518309385, 18.38227518309386, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.38227518309386, 18.382275183093853, 18.38227518309386, 18.382275183093853, 18.38227518309385, 18.27668273755079, 18.276682737550797, 18.276682737550793, 18.276682737550793, 18.27668273755079, 18.276682737550797, 18.276682737550797, 18.382275183093856, 18.382275183093853, 18.382275183093846, 18.382275183093853, 18.382275183093856, 18.38227518309385, 18.003733701915536, 18.003733701915532, 18.382275183093856, 18.382275183093853, 18.38227518309385, 18.382275183093853, 18.38227518309385, 17.64030706658608, 18.38227518309385, 18.382275183093853, 18.38227518309385, 18.382275183093853, 18.38227518309385, 18.382275183093853, 17.507793953795545, 17.50779395379554, 17.50779395379555, 17.507793953795545, 17.50779395379554, 17.50779395379554, 18.382275183093853, 18.275399086361695, 18.27539908636169, 17.859690518133597, 17.966566614865755, 17.859690518133597, 18.2753990863617, 18.27539908636169, 18.2753990863617, 17.8861276545225, 17.886127654522497, 17.886127654522497, 17.886127654522497, 18.382275183093853, 18.38227518309385, 18.382275183093853, 18.382275183093846, 18.382275183093853, 18.38227518309385, 18.382275183093853, 18.382275183093853, 18.38227518309386, 18.382275183093856, 18.382275183093853, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.38227518309386, 18.382275183093853, 18.382275183093853, 18.382275183093856, 18.38227518309385, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093853, 18.382275183093856, 18.382275183093856, 18.382275183093853, 18.382275183093853, 18.382275183093853, 18.382275183093853, 18.382275183093846, 18.38227518309385, 18.382275183093853, 18.382275183093856, 18.382275183093853]",0.05
cut,rand,prob,Rand.Uni.100.25.1.gexf,100,2500,3,2,36,18.382275183093853,15.430813983655431,15.430813983655431,15.878437016894068,792,85,39,0,0,"[18.382275183093853, 15.430813983655431, 16.406502851830698, 16.406502851830695, 17.397039695717222, 17.397039695717215, 17.39703969571721, 17.164617057675947, 17.164617057675944, 16.40650285183069, 15.878437016894068, 16.86367250427071, 16.863672504270706, 17.284862242475175, 17.391738339207333, 17.39173833920733, 17.391738339207336, 18.382275183093856, 18.382275183093856, 18.382275183093856, 18.382275183093856, 18.382275183093853, 17.39703969571721, 17.397039695717215, 17.39703969571721, 17.39703969571722, 17.39703969571721, 17.08790769964668, 17.087907699646678, 17.39703969571722, 17.397039695717215, 17.39703969571722, 17.39703969571721, 18.38227518309386, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093853, 18.382275183093853, 18.382275183093846, 17.909079755331145, 17.909079755331142, 17.193505220543315, 17.19350522054331, 17.909079755331142, 17.839757640248813, 17.366562212486105, 17.36656221248611, 17.36656221248611, 17.839757640248816, 17.839757640248813, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.382275183093856, 18.38227518309385, 18.38227518309386, 17.461811732131146, 18.38227518309385, 18.382275183093853, 18.382275183093856, 18.382275183093853, 17.550689527515534, 17.07749409975283, 17.07749409975283, 17.550689527515537, 17.265575905673245, 16.56015268362902, 16.560152683629017, 16.560152683629013, 17.550689527515534, 18.382275183093853, 18.382275183093856, 18.382275183093853, 18.38227518309385, 18.382275183093853, 18.382275183093856, 18.382275183093853, 17.966566614865766, 17.966566614865762, 17.96656661486576, 17.96656661486576, 17.96656661486576, 17.966566614865762, 17.96656661486576, 17.966566614865755]",0.05
cut,rand,prob,Rand.Uni.100.25.1.gexf,100,2500,5,3,36,18.382275183093853,13.220160735166324,13.220160735166324,14.094641964464632,813,80,38,0,0,"[18.382275183093853, 13.220160735166324, 14.094641964464639, 14.094641964464632, 14.094641964464632, 14.094641964464635, 14.094641964464632, 15.07033083263989, 15.07033083263989, 16.060867676526417, 16.060867676526414, 16.981331127489124, 16.98133112748912, 16.981331127489117, 16.531718396965342, 16.53171839696534, 16.801181539426967, 16.80118153942696, 17.78641702680361, 17.786417026803605, 17.786417026803605, 17.155946846596006, 17.155946846596002, 17.15594684659601, 17.155946846596002, 17.155946846596, 17.155946846596002, 17.15594684659601, 17.155946846596002, 17.155946846596006, 17.155946846596006, 17.155946846596002, 16.413978730088235, 16.413978730088232, 16.413978730088235, 16.0227632916061, 16.022763291606097, 15.842846215989335, 16.23406165447147, 16.976029770979242, 16.976029770979235, 16.976029770979242, 16.97602977097924, 16.976029770979235, 16.976029770979235, 16.97602977097924, 17.966566614865762, 17.96656661486576, 17.96656661486576, 17.966566614865755, 17.966566614865762, 17.96656661486576, 17.966566614865762, 17.96656661486576, 17.966566614865755, 17.922265050269704, 17.9222650502697, 17.92226505026971, 17.92226505026971, 17.922265050269704, 17.922265050269704, 17.922265050269704, 17.922265050269708, 17.922265050269704, 17.9222650502697, 17.922265050269708, 16.93172820638318, 16.93172820638318, 17.922265050269704, 17.922265050269708, 17.922265050269704, 17.258643656503747, 17.258643656503743, 17.258643656503747, 17.258643656503743, 17.258643656503743, 17.922265050269704, 17.302945221099804, 17.302945221099797, 16.82974979333709, 16.82974979333709, 16.829749793337086]",0.05
cut,rand,prob,Rand.Uni.100.25.1.gexf,100,2500,10,4,36,18.382275183093853,8.279931570806118,8.279931570806118,8.99550610559395,799,62,31,0,0,"[18.382275183093853, 8.279931570806118, 8.99550610559395, 9.869987334892258, 10.8552228222689, 11.558887089956764, 11.558887089956759, 12.479350540919471, 12.47935054091947, 12.479350540919468, 13.22131865742724, 13.221318657427236, 13.22131865742724, 13.22131865742724, 14.052904313005552, 14.052904313005557, 14.052904313005557, 14.052904313005559, 14.052904313005554, 13.79360470659289, 14.052904313005557, 14.052904313005556, 14.052904313005554, 14.052904313005552, 14.863524081275315, 14.863524081275312, 14.863524081275308, 14.863524081275314, 14.757931635732254, 15.73362050390751, 15.733620503907508, 15.839212949450573, 15.839212949450571, 15.135548681762709, 15.135548681762705, 15.135548681762707, 15.135548681762712, 15.135548681762707, 15.135548681762705, 15.135548681762707, 14.955399093700555, 14.955399093700553, 14.955399093700553, 13.970163606323915, 13.970163606323908, 13.970163606323915, 13.970163606323911, 13.970163606323911, 13.970163606323908, 13.970163606323915, 13.970163606323911, 13.970163606323915, 13.970163606323908, 13.591622125145594, 13.591622125145594, 13.591622125145594, 13.59162212514559, 13.591622125145594, 14.57685761252224, 14.576857612522236, 14.757007200584397, 14.757007200584393, 14.75700720058439, 14.75700720058439]",0.05
cut,rand,prob,Small.1000.10.2.1.gexf,1000,10000,2,1,9,9.0,7.0,7.0,8.0,175,8,8,0,0,"[9.0, 7.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0]",0.05
cut,rand,prob,Small.1000.10.2.1.gexf,1000,10000,3,2,9,9.0,6.0,6.0,7.0,175,11,11,0,0,"[9.0, 6.0, 7.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]",0.05
cut,rand,prob,Small.1000.10.2.1.gexf,1000,10000,5,3,9,9.0,4.0,4.0,5.0,172,8,8,0,0,"[9.0, 4.0, 5.0, 5.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0]",0.05
cut,rand,prob,Small.1000.10.2.1.gexf,1000,F,10,4,9,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,Small.1000.10.5.1.gexf,1000,10000,2,1,8,8.0,6.0,6.0,7.0,177,10,10,0,0,"[8.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]",0.05
cut,rand,prob,Small.1000.10.5.1.gexf,1000,10000,3,2,8,8.0,5.0,5.0,6.0,171,10,10,0,0,"[8.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0]",0.05
cut,rand,prob,Small.1000.10.5.1.gexf,1000,10000,5,3,8,8.0,3.0,3.0,4.0,174,12,12,0,0,"[8.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",0.05
cut,rand,prob,Small.1000.10.5.1.gexf,1000,F,10,4,8,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,R-MAT.1000.5.1.gexf,1000,4718,2,1,56,67.0,59.0,59.0,62.0,215,11,11,0,0,"[67.0, 59.0, 62.0, 62.0, 62.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0]",0.05
cut,rand,prob,R-MAT.1000.5.1.gexf,1000,4718,3,2,56,67.0,56.0,56.0,59.0,214,10,9,0,0,"[67.0, 56.0, 59.0, 62.0, 62.0, 67.0, 67.0, 67.0, 67.0, 67.0, 66.0, 66.0]",0.05
cut,rand,prob,R-MAT.1000.5.1.gexf,1000,4718,5,3,56,67.0,51.0,51.0,54.0,219,7,7,0,0,"[67.0, 51.0, 54.0, 59.0, 59.0, 59.0, 59.0, 62.0, 62.0]",0.05
cut,rand,prob,R-MAT.1000.5.1.gexf,1000,4718,10,4,56,67.0,43.0,43.0,44.0,213,8,7,0,0,"[67.0, 43.0, 44.0, 45.0, 46.0, 46.0, 47.0, 46.0, 47.0, 48.0]",0.05
cut,rand,prob,R-MAT.1000.25.1.gexf,1000,20721,2,1,184,346.0,310.0,310.0,331.0,50,1,1,0,0,"[346.0, 310.0, 331.0]",0.05
cut,rand,prob,R-MAT.1000.25.1.gexf,1000,20721,3,2,184,346.0,289.0,289.0,302.0,50,2,2,0,0,"[346.0, 289.0, 302.0, 322.0]",0.05
cut,rand,prob,R-MAT.1000.25.1.gexf,1000,20721,5,3,184,346.0,268.0,268.0,inf,48,0,0,0,0,"[346.0, 268.0]",0.05
cut,rand,prob,R-MAT.1000.25.1.gexf,1000,20721,10,4,184,346.0,226.0,226.0,231.0,50,5,4,0,0,"[346.0, 226.0, 231.0, 235.0, 240.0, 239.0, 239.0]",0.05
cut,rand,prob,Complete.1000.1.1.gexf,1000,999000,2,1,999,501.3524688889668,499.356314857295,499.356314857295,inf,2,0,0,0,0,"[501.3524688889668, 499.356314857295]",0.05
cut,rand,prob,Complete.1000.1.1.gexf,1000,999000,3,2,999,501.3524688889668,496.36537739022776,496.36537739022776,inf,2,0,0,0,0,"[501.3524688889668, 496.36537739022776]",0.05
cut,rand,prob,Complete.1000.1.1.gexf,1000,999000,5,3,999,501.3524688889668,491.39123327577533,491.39123327577533,inf,2,0,0,0,0,"[501.3524688889668, 491.39123327577533]",0.05
cut,rand,prob,Complete.1000.1.1.gexf,1000,999000,10,4,999,501.3524688889668,481.4867947168509,481.4867947168509,inf,2,0,0,0,0,"[501.3524688889668, 481.4867947168509]",0.05
cut,rand,prob,Complete.1000.20.1.gexf,1000,999000,2,1,999,9680,9642,9642,inf,2,0,0,0,0,"[9680, 9642]",0.05
cut,rand,prob,Complete.1000.20.1.gexf,1000,999000,3,2,999,9680,9585,9585,9604,2,1,1,0,0,"[9680, 9585, 9604]",0.05
cut,rand,prob,Complete.1000.20.1.gexf,1000,999000,5,3,999,9680,9509,9509,inf,2,0,0,0,0,"[9680, 9509]",0.05
cut,rand,prob,Complete.1000.20.1.gexf,1000,999000,10,4,999,9680,9319,9319,inf,2,0,0,0,0,"[9680, 9319]",0.05
cut,rand,prob,Rand.Uni.1000.5.1.gexf,1000,5000,2,1,6,2.854203596187854,1.5778106667510647,1.5778106667510647,2.096685398799897,278,14,13,0,0,"[2.854203596187854, 1.5778106667510647, 2.241167247401936, 2.241167247401936, 2.096685398799897, 2.7097217475858146, 2.7097217475858146, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854]",0.05
cut,rand,prob,Rand.Uni.1000.5.1.gexf,1000,5000,3,2,6,2.854203596187854,1.037386737194514,1.037386737194514,1.700743317845386,277,14,13,0,0,"[2.854203596187854, 1.037386737194514, 1.700743317845386, 2.241167247401936, 2.241167247401936, 2.241167247401936, 2.241167247401936, 2.241167247401936, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.854203596187854, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146]",0.05
cut,rand,prob,Rand.Uni.1000.5.1.gexf,1000,5000,5,3,6,2.854203596187854,0.033073947314859575,0.033073947314859575,0.6964305279657315,281,15,15,0,0,"[2.854203596187854, 0.033073947314859575, 0.6964305279657315, 1.091717709448322, 1.6321416390048729, 1.6321416390048729, 2.2451779877907905, 2.2451779877907905, 2.2451779877907905, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146, 2.7097217475858146]",0.05
cut,rand,prob,Rand.Uni.1000.5.1.gexf,1000,F,10,4,6,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,Rand.Uni.1000.25.1.gexf,1000,25000,2,1,41,16.953131672527206,15.082538092043484,15.082538092043484,16.055023950687744,56,7,5,0,0,"[16.953131672527206, 15.082538092043484, 16.055023950687744, 16.953131672527206, 16.95313167252721, 16.953131672527213, 16.95313167252721, 16.953131672527206, 16.95313167252721]",0.05
cut,rand,prob,Rand.Uni.1000.25.1.gexf,1000,25000,3,2,41,16.953131672527206,14.252522791987058,14.252522791987058,15.150630513826522,58,7,5,0,0,"[16.953131672527206, 14.252522791987058, 15.150630513826522, 15.150630513826522, 16.123116372470797, 16.12311637247079, 16.123116372470793, 16.95313167252721, 16.953131672527203]",0.05
cut,rand,prob,Rand.Uni.1000.25.1.gexf,1000,25000,5,3,41,16.953131672527206,12.728360777828085,12.728360777828085,13.483670197003137,56,3,2,0,0,"[16.953131672527206, 12.728360777828085, 13.48367019700314, 13.48367019700314, 13.483670197003137]",0.05
cut,rand,prob,Rand.Uni.1000.25.1.gexf,1000,25000,10,4,41,16.953131672527206,7.052191261222736,7.052191261222736,7.639534789351217,58,6,4,0,0,"[16.953131672527206, 7.052191261222736, 7.639534789351217, 8.394844208526276, 8.394844208526273, 8.969211704118296, 9.613766381353896, 9.613766381353894]",0.05
