construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4
169	cut	cap	first	Complete.50.20.17.gexf	50	2450	10	4	[49, 49, 49, 49]	484	315	315	inf	268	0	0	0	0	[484, 315]	Complete	50	20	17	gexf
171	cut	cap	first	Complete.50.1.18.gexf	50	2450	2	1	[49, 49, 49, 49]	22.7419680107623	20.7813062039239	20.781306203923865	inf	192	0	0	0	0	[22.741968010762317, 20.781306203923865]	Complete	50	1	18	gexf
172	cut	cap	first	Complete.50.1.18.gexf	50	2450	3	2	[49, 49, 49, 49]	22.7419680107623	19.8145671915904	19.81456719159042	inf	336	0	0	0	0	[22.741968010762317, 19.81456719159042]	Complete	50	1	18	gexf
173	cut	cap	first	Complete.50.1.18.gexf	50	2450	5	3	[49, 49, 49, 49]	22.7419680107623	17.9214212622239	17.921421262223884	inf	195	0	0	0	0	[22.741968010762317, 17.921421262223884]	Complete	50	1	18	gexf
174	cut	cap	first	Complete.50.1.18.gexf	50	2450	10	4	[49, 49, 49, 49]	22.7419680107623	13.5570177076365	13.557017707636525	inf	94	0	0	0	0	[22.741968010762317, 13.557017707636525]	Complete	50	1	18	gexf
176	cut	cap	first	Complete.50.20.18.gexf	50	2450	2	1	[49, 49, 49, 49]	545	507	507	inf	190	0	0	0	0	[545, 507]	Complete	50	20	18	gexf
177	cut	cap	first	Complete.50.20.18.gexf	50	2450	3	2	[49, 49, 49, 49]	545	488	488	inf	181	0	0	0	0	[545, 488]	Complete	50	20	18	gexf
178	cut	cap	first	Complete.50.20.18.gexf	50	2450	5	3	[49, 49, 49, 49]	545	450	450	inf	195	0	0	0	0	[545, 450]	Complete	50	20	18	gexf
179	cut	cap	first	Complete.50.20.18.gexf	50	2450	10	4	[49, 49, 49, 49]	545	357	357	inf	247	0	0	0	0	[545, 357]	Complete	50	20	18	gexf
181	cut	cap	first	Complete.50.1.19.gexf	50	2450	2	1	[49, 49, 49, 49]	22.8947234094733	20.9686179047921	20.968617904792115	inf	193	0	0	0	0	[22.89472340947328, 20.968617904792115]	Complete	50	1	19	gexf
182	cut	cap	first	Complete.50.1.19.gexf	50	2450	3	2	[49, 49, 49, 49]	22.8947234094733	20.0235017696158	20.02350176961584	inf	161	0	0	0	0	[22.89472340947328, 20.02350176961584]	Complete	50	1	19	gexf
183	cut	cap	first	Complete.50.1.19.gexf	50	2450	5	3	[49, 49, 49, 49]	22.8947234094733	18.1778291398906	18.17782913989063	inf	247	0	0	0	0	[22.89472340947328, 18.17782913989063]	Complete	50	1	19	gexf
184	cut	cap	first	Complete.50.1.19.gexf	50	2450	10	4	[49, 49, 49, 49]	22.8947234094733	14.3189403658816	14.318940365881602	inf	251	0	0	0	0	[22.89472340947328, 14.318940365881602]	Complete	50	1	19	gexf
186	cut	cap	first	Complete.50.20.19.gexf	50	2450	2	1	[49, 49, 49, 49]	542	504	504	inf	196	0	0	0	0	[542, 504]	Complete	50	20	19	gexf
187	cut	cap	first	Complete.50.20.19.gexf	50	2450	3	2	[49, 49, 49, 49]	542	485	485	inf	194	0	0	0	0	[542, 485]	Complete	50	20	19	gexf
188	cut	cap	first	Complete.50.20.19.gexf	50	2450	5	3	[49, 49, 49, 49]	542	448	448	inf	250	0	0	0	0	[542, 448]	Complete	50	20	19	gexf
189	cut	cap	first	Complete.50.20.19.gexf	50	2450	10	4	[49, 49, 49, 49]	542	360	360	inf	345	0	0	0	0	[542, 360]	Complete	50	20	19	gexf
191	cut	cap	first	Complete.50.1.20.gexf	50	2450	2	1	[49, 49, 49, 49]	22.0652924010281	20.1030425893199	20.10304258931994	inf	192	0	0	0	0	[22.065292401028064, 20.10304258931994]	Complete	50	1	20	gexf
192	cut	cap	first	Complete.50.1.20.gexf	50	2450	3	2	[49, 49, 49, 49]	22.0652924010281	19.1865748994401	19.18657489944011	inf	192	0	0	0	0	[22.065292401028064, 19.18657489944011]	Complete	50	1	20	gexf
193	cut	cap	first	Complete.50.1.20.gexf	50	2450	5	3	[49, 49, 49, 49]	22.0652924010281	17.4224971735598	17.422497173559776	inf	161	0	0	0	0	[22.065292401028064, 17.422497173559776]	Complete	50	1	20	gexf
194	cut	cap	first	Complete.50.1.20.gexf	50	2450	10	4	[49, 49, 49, 49]	22.0652924010281	13.3113797797111	13.311379779711071	inf	197	0	0	0	0	[22.065292401028064, 13.311379779711071]	Complete	50	1	20	gexf
196	cut	cap	first	Complete.50.20.20.gexf	50	2450	2	1	[49, 49, 49, 49]	440	402	402	inf	251	0	0	0	0	[440, 402]	Complete	50	20	20	gexf
197	cut	cap	first	Complete.50.20.20.gexf	50	2450	3	2	[49, 49, 49, 49]	440	384	384	inf	197	0	0	0	0	[440, 384]	Complete	50	20	20	gexf
198	cut	cap	first	Complete.50.20.20.gexf	50	2450	5	3	[49, 49, 49, 49]	440	350	350	inf	251	0	0	0	0	[440, 350]	Complete	50	20	20	gexf
199	cut	cap	first	Complete.50.20.20.gexf	50	2450	10	4	[49, 49, 49, 49]	440	272	272	inf	352	0	0	0	0	[440, 272]	Complete	50	20	20	gexf
201	cut	cap	first	Complete.50.1.21.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1066543596728	21.2497275512048	21.249727551204774	inf	191	0	0	0	0	[23.106654359672845, 21.249727551204774]	Complete	50	1	21	gexf
202	cut	cap	first	Complete.50.1.21.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1066543596728	20.3548813997843	20.3548813997843	inf	193	0	0	0	0	[23.106654359672845, 20.3548813997843]	Complete	50	1	21	gexf
203	cut	cap	first	Complete.50.1.21.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1066543596728	18.5864214858195	18.586421485819535	inf	138	0	0	0	0	[23.106654359672845, 18.586421485819535]	Complete	50	1	21	gexf
204	cut	cap	first	Complete.50.1.21.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1066543596728	14.4501391391642	14.450139139164245	inf	348	0	0	0	0	[23.106654359672845, 14.450139139164245]	Complete	50	1	21	gexf
206	cut	cap	first	Complete.50.20.21.gexf	50	2450	2	1	[49, 49, 49, 49]	521	484	484	inf	136	0	0	0	0	[521, 484]	Complete	50	20	21	gexf
207	cut	cap	first	Complete.50.20.21.gexf	50	2450	3	2	[49, 49, 49, 49]	521	466	466	inf	196	0	0	0	0	[521, 466]	Complete	50	20	21	gexf
208	cut	cap	first	Complete.50.20.21.gexf	50	2450	5	3	[49, 49, 49, 49]	521	430	430	inf	202	0	0	0	0	[521, 430]	Complete	50	20	21	gexf
209	cut	cap	first	Complete.50.20.21.gexf	50	2450	10	4	[49, 49, 49, 49]	521	344	344	inf	248	0	0	0	0	[521, 344]	Complete	50	20	21	gexf
211	cut	cap	first	Complete.50.1.22.gexf	50	2450	2	1	[49, 49, 49, 49]	26.8626611422004	24.9458183720532	24.945818372053193	inf	248	0	0	0	0	[26.862661142200434, 24.945818372053193]	Complete	50	1	22	gexf
212	cut	cap	first	Complete.50.1.22.gexf	50	2450	3	2	[49, 49, 49, 49]	26.8626611422004	23.9924717565523	23.992471756552277	inf	193	0	0	0	0	[26.862661142200434, 23.992471756552277]	Complete	50	1	22	gexf
213	cut	cap	first	Complete.50.1.22.gexf	50	2450	5	3	[49, 49, 49, 49]	26.8626611422004	22.1219639804888	22.121963980488832	inf	194	0	0	0	0	[26.862661142200434, 22.121963980488832]	Complete	50	1	22	gexf
214	cut	cap	first	Complete.50.1.22.gexf	50	2450	10	4	[49, 49, 49, 49]	26.8626611422004	17.6726837966041	17.6726837966041	inf	136	0	0	0	0	[26.862661142200434, 17.6726837966041]	Complete	50	1	22	gexf
216	cut	cap	first	Complete.50.20.22.gexf	50	2450	2	1	[49, 49, 49, 49]	490	453	453	inf	121	0	0	0	0	[490, 453]	Complete	50	20	22	gexf
217	cut	cap	first	Complete.50.20.22.gexf	50	2450	3	2	[49, 49, 49, 49]	490	435	435	inf	245	0	0	0	0	[490, 435]	Complete	50	20	22	gexf
218	cut	cap	first	Complete.50.20.22.gexf	50	2450	5	3	[49, 49, 49, 49]	490	400	400	inf	197	0	0	0	0	[490, 400]	Complete	50	20	22	gexf
219	cut	cap	first	Complete.50.20.22.gexf	50	2450	10	4	[49, 49, 49, 49]	490	316	316	inf	249	0	0	0	0	[490, 316]	Complete	50	20	22	gexf
221	cut	cap	first	Complete.50.1.23.gexf	50	2450	2	1	[49, 49, 49, 49]	21.4584381482088	19.5463301938637	19.5463301938637	inf	194	0	0	0	0	[21.458438148208813, 19.5463301938637]	Complete	50	1	23	gexf
222	cut	cap	first	Complete.50.1.23.gexf	50	2450	3	2	[49, 49, 49, 49]	21.4584381482088	18.6167732972358	18.616773297235813	inf	247	0	0	0	0	[21.458438148208813, 18.616773297235813]	Complete	50	1	23	gexf
223	cut	cap	first	Complete.50.1.23.gexf	50	2450	5	3	[49, 49, 49, 49]	21.4584381482088	16.9391818936819	16.93918189368188	inf	194	0	0	0	0	[21.458438148208813, 16.93918189368188]	Complete	50	1	23	gexf
224	cut	cap	first	Complete.50.1.23.gexf	50	2450	10	4	[49, 49, 49, 49]	21.4584381482088	12.9823589757572	12.982358975757204	inf	249	0	0	0	0	[21.458438148208813, 12.982358975757204]	Complete	50	1	23	gexf
226	cut	cap	first	Complete.50.20.23.gexf	50	2450	2	1	[49, 49, 49, 49]	411	375	375	inf	294	0	0	0	0	[411, 375]	Complete	50	20	23	gexf
227	cut	cap	first	Complete.50.20.23.gexf	50	2450	3	2	[49, 49, 49, 49]	411	357	357	inf	315	0	0	0	0	[411, 357]	Complete	50	20	23	gexf
228	cut	cap	first	Complete.50.20.23.gexf	50	2450	5	3	[49, 49, 49, 49]	411	325	325	inf	351	0	0	0	0	[411, 325]	Complete	50	20	23	gexf
229	cut	cap	first	Complete.50.20.23.gexf	50	2450	10	4	[49, 49, 49, 49]	411	250	250	inf	254	0	0	0	0	[411, 250]	Complete	50	20	23	gexf
231	cut	cap	first	Complete.50.1.24.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1323013230007	21.249341676432	21.249341676432	inf	162	0	0	0	0	[23.13230132300072, 21.249341676432]	Complete	50	1	24	gexf
232	cut	cap	first	Complete.50.1.24.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1323013230007	20.3134073465003	20.31340734650028	inf	244	0	0	0	0	[23.13230132300072, 20.31340734650028]	Complete	50	1	24	gexf
233	cut	cap	first	Complete.50.1.24.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1323013230007	18.490636369174	18.49063636917402	inf	193	0	0	0	0	[23.13230132300072, 18.49063636917402]	Complete	50	1	24	gexf
234	cut	cap	first	Complete.50.1.24.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1323013230007	14.143982084465	14.14398208446504	inf	249	0	0	0	0	[23.13230132300072, 14.14398208446504]	Complete	50	1	24	gexf
236	cut	cap	first	Complete.50.20.24.gexf	50	2450	2	1	[49, 49, 49, 49]	473	435	435	inf	162	0	0	0	0	[473, 435]	Complete	50	20	24	gexf
237	cut	cap	first	Complete.50.20.24.gexf	50	2450	3	2	[49, 49, 49, 49]	473	417	417	inf	245	0	0	0	0	[473, 417]	Complete	50	20	24	gexf
238	cut	cap	first	Complete.50.20.24.gexf	50	2450	5	3	[49, 49, 49, 49]	473	383	383	inf	223	0	0	0	0	[473, 383]	Complete	50	20	24	gexf
239	cut	cap	first	Complete.50.20.24.gexf	50	2450	10	4	[49, 49, 49, 49]	473	302	302	inf	279	0	0	0	0	[473, 302]	Complete	50	20	24	gexf
241	cut	cap	first	Complete.50.1.25.gexf	50	2450	2	1	[49, 49, 49, 49]	22.8993713101668	21.0671439835688	21.06714398356884	inf	333	0	0	0	0	[22.89937131016682, 21.06714398356884]	Complete	50	1	25	gexf
242	cut	cap	first	Complete.50.1.25.gexf	50	2450	3	2	[49, 49, 49, 49]	22.8993713101668	20.1827495975664	20.182749597566385	inf	162	0	0	0	0	[22.89937131016682, 20.182749597566385]	Complete	50	1	25	gexf
243	cut	cap	first	Complete.50.1.25.gexf	50	2450	5	3	[49, 49, 49, 49]	22.8993713101668	18.5105137936888	18.51051379368883	inf	335	0	0	0	0	[22.89937131016682, 18.51051379368883]	Complete	50	1	25	gexf
244	cut	cap	first	Complete.50.1.25.gexf	50	2450	10	4	[49, 49, 49, 49]	22.8993713101668	14.6412782722673	14.641278272267291	inf	251	0	0	0	0	[22.89937131016682, 14.641278272267291]	Complete	50	1	25	gexf
246	cut	cap	first	Complete.50.20.25.gexf	50	2450	2	1	[49, 49, 49, 49]	471	433	433	inf	195	0	0	0	0	[471, 433]	Complete	50	20	25	gexf
247	cut	cap	first	Complete.50.20.25.gexf	50	2450	3	2	[49, 49, 49, 49]	471	414	414	inf	198	0	0	0	0	[471, 414]	Complete	50	20	25	gexf
248	cut	cap	first	Complete.50.20.25.gexf	50	2450	5	3	[49, 49, 49, 49]	471	377	377	inf	346	0	0	0	0	[471, 377]	Complete	50	20	25	gexf
249	cut	cap	first	Complete.50.20.25.gexf	50	2450	10	4	[49, 49, 49, 49]	471	292	292	inf	139	0	0	0	0	[471, 292]	Complete	50	20	25	gexf
251	cut	cap	first	Complete.50.1.26.gexf	50	2450	2	1	[49, 49, 49, 49]	21.9879490718132	20.0993568736088	20.099356873608805	inf	191	0	0	0	0	[21.987949071813222, 20.099356873608805]	Complete	50	1	26	gexf
252	cut	cap	first	Complete.50.1.26.gexf	50	2450	3	2	[49, 49, 49, 49]	21.9879490718132	19.1713813192689	19.17138131926887	inf	195	0	0	0	0	[21.987949071813222, 19.17138131926887]	Complete	50	1	26	gexf
253	cut	cap	first	Complete.50.1.26.gexf	50	2450	5	3	[49, 49, 49, 49]	21.9879490718132	17.3790182326463	17.379018232646306	inf	161	0	0	0	0	[21.987949071813222, 17.379018232646306]	Complete	50	1	26	gexf
254	cut	cap	first	Complete.50.1.26.gexf	50	2450	10	4	[49, 49, 49, 49]	21.9879490718132	13.1722751876613	13.172275187661278	inf	137	0	0	0	0	[21.987949071813222, 13.172275187661278]	Complete	50	1	26	gexf
256	cut	cap	first	Complete.50.20.26.gexf	50	2450	2	1	[49, 49, 49, 49]	516	478	478	inf	195	0	0	0	0	[516, 478]	Complete	50	20	26	gexf
257	cut	cap	first	Complete.50.20.26.gexf	50	2450	3	2	[49, 49, 49, 49]	516	459	459	inf	169	0	0	0	0	[516, 459]	Complete	50	20	26	gexf
258	cut	cap	first	Complete.50.20.26.gexf	50	2450	5	3	[49, 49, 49, 49]	516	422	422	inf	347	0	0	0	0	[516, 422]	Complete	50	20	26	gexf
259	cut	cap	first	Complete.50.20.26.gexf	50	2450	10	4	[49, 49, 49, 49]	516	338	338	inf	251	0	0	0	0	[516, 338]	Complete	50	20	26	gexf
261	cut	cap	first	Complete.50.1.27.gexf	50	2450	2	1	[49, 49, 49, 49]	23.0437931285394	21.1024795407338	21.10247954073383	inf	243	0	0	0	0	[23.04379312853941, 21.10247954073383]	Complete	50	1	27	gexf
262	cut	cap	first	Complete.50.1.27.gexf	50	2450	3	2	[49, 49, 49, 49]	23.0437931285394	20.1551536970001	20.15515369700014	inf	189	0	0	0	0	[23.04379312853941, 20.15515369700014]	Complete	50	1	27	gexf
263	cut	cap	first	Complete.50.1.27.gexf	50	2450	5	3	[49, 49, 49, 49]	23.0437931285394	18.3394957030778	18.33949570307778	inf	137	0	0	0	0	[23.04379312853941, 18.33949570307778]	Complete	50	1	27	gexf
264	cut	cap	first	Complete.50.1.27.gexf	50	2450	10	4	[49, 49, 49, 49]	23.0437931285394	14.1418294023187	14.141829402318676	inf	546	0	0	0	0	[23.04379312853941, 14.141829402318676]	Complete	50	1	27	gexf
266	cut	cap	first	Complete.50.20.27.gexf	50	2450	2	1	[49, 49, 49, 49]	461	423	423	inf	218	0	0	0	0	[461, 423]	Complete	50	20	27	gexf
267	cut	cap	first	Complete.50.20.27.gexf	50	2450	3	2	[49, 49, 49, 49]	461	404	404	inf	211	0	0	0	0	[461, 404]	Complete	50	20	27	gexf
268	cut	cap	first	Complete.50.20.27.gexf	50	2450	5	3	[49, 49, 49, 49]	461	368	368	inf	249	0	0	0	0	[461, 368]	Complete	50	20	27	gexf
269	cut	cap	first	Complete.50.20.27.gexf	50	2450	10	4	[49, 49, 49, 49]	461	286	286	inf	396	0	0	0	0	[461, 286]	Complete	50	20	27	gexf
271	cut	cap	first	Complete.50.1.28.gexf	50	2450	2	1	[49, 49, 49, 49]	20.4858278114443	18.5455783172099	18.545578317209927	inf	158	0	0	0	0	[20.485827811444338, 18.545578317209927]	Complete	50	1	28	gexf
272	cut	cap	first	Complete.50.1.28.gexf	50	2450	3	2	[49, 49, 49, 49]	20.4858278114443	17.6398976327107	17.639897632710724	inf	245	0	0	0	0	[20.485827811444338, 17.639897632710724]	Complete	50	1	28	gexf
273	cut	cap	first	Complete.50.1.28.gexf	50	2450	5	3	[49, 49, 49, 49]	20.4858278114443	15.9195644754938	15.919564475493825	inf	245	0	0	0	0	[20.485827811444338, 15.919564475493825]	Complete	50	1	28	gexf
274	cut	cap	first	Complete.50.1.28.gexf	50	2450	10	4	[49, 49, 49, 49]	20.4858278114443	12.0065292250961	12.00652922509611	inf	196	0	0	0	0	[20.485827811444338, 12.00652922509611]	Complete	50	1	28	gexf
276	cut	cap	first	Complete.50.20.28.gexf	50	2450	2	1	[49, 49, 49, 49]	514	477	477	inf	196	0	0	0	0	[514, 477]	Complete	50	20	28	gexf
277	cut	cap	first	Complete.50.20.28.gexf	50	2450	3	2	[49, 49, 49, 49]	514	459	459	inf	251	0	0	0	0	[514, 459]	Complete	50	20	28	gexf
278	cut	cap	first	Complete.50.20.28.gexf	50	2450	5	3	[49, 49, 49, 49]	514	426	426	inf	337	0	0	0	0	[514, 426]	Complete	50	20	28	gexf
279	cut	cap	first	Complete.50.20.28.gexf	50	2450	10	4	[49, 49, 49, 49]	514	346	346	inf	282	0	0	0	0	[514, 346]	Complete	50	20	28	gexf
281	cut	cap	first	Complete.50.1.29.gexf	50	2450	2	1	[49, 49, 49, 49]	22.0283428265803	20.0518524258701	20.051852425870134	inf	334	0	0	0	0	[22.028342826580275, 20.051852425870134]	Complete	50	1	29	gexf
282	cut	cap	first	Complete.50.1.29.gexf	50	2450	3	2	[49, 49, 49, 49]	22.0283428265803	19.0712725436764	19.071272543676354	inf	196	0	0	0	0	[22.028342826580275, 19.071272543676354]	Complete	50	1	29	gexf
283	cut	cap	first	Complete.50.1.29.gexf	50	2450	5	3	[49, 49, 49, 49]	22.0283428265803	17.2909776497313	17.290977649731307	inf	339	0	0	0	0	[22.028342826580275, 17.290977649731307]	Complete	50	1	29	gexf
284	cut	cap	first	Complete.50.1.29.gexf	50	2450	10	4	[49, 49, 49, 49]	22.0283428265803	13.6874209681894	13.68742096818941	inf	164	0	0	0	0	[22.028342826580275, 13.68742096818941]	Complete	50	1	29	gexf
286	cut	cap	first	Complete.50.20.29.gexf	50	2450	2	1	[49, 49, 49, 49]	438	401	401	inf	335	0	0	0	0	[438, 401]	Complete	50	20	29	gexf
287	cut	cap	first	Complete.50.20.29.gexf	50	2450	3	2	[49, 49, 49, 49]	438	384	384	inf	195	0	0	0	0	[438, 384]	Complete	50	20	29	gexf
288	cut	cap	first	Complete.50.20.29.gexf	50	2450	5	3	[49, 49, 49, 49]	438	350	350	inf	273	0	0	0	0	[438, 350]	Complete	50	20	29	gexf
289	cut	cap	first	Complete.50.20.29.gexf	50	2450	10	4	[49, 49, 49, 49]	438	275	275	inf	252	0	0	0	0	[438, 275]	Complete	50	20	29	gexf
291	cut	cap	first	Complete.50.1.30.gexf	50	2450	2	1	[49, 49, 49, 49]	25.9054940351078	23.9244748206487	23.924474820648722	inf	190	0	0	0	0	[25.905494035107782, 23.924474820648722]	Complete	50	1	30	gexf
292	cut	cap	first	Complete.50.1.30.gexf	50	2450	3	2	[49, 49, 49, 49]	25.9054940351078	22.9764592168769	22.976459216876947	inf	251	0	0	0	0	[25.905494035107782, 22.976459216876947]	Complete	50	1	30	gexf
293	cut	cap	first	Complete.50.1.30.gexf	50	2450	5	3	[49, 49, 49, 49]	25.9054940351078	21.1721240016265	21.17212400162651	inf	192	0	0	0	0	[25.905494035107782, 21.17212400162651]	Complete	50	1	30	gexf
294	cut	cap	first	Complete.50.1.30.gexf	50	2450	10	4	[49, 49, 49, 49]	25.9054940351078	17.082292159942	17.08229215994195	inf	196	0	0	0	0	[25.905494035107782, 17.08229215994195]	Complete	50	1	30	gexf
296	cut	cap	first	Complete.50.20.30.gexf	50	2450	2	1	[49, 49, 49, 49]	482	444	444	inf	218	0	0	0	0	[482, 444]	Complete	50	20	30	gexf
297	cut	cap	first	Complete.50.20.30.gexf	50	2450	3	2	[49, 49, 49, 49]	482	426	426	inf	350	0	0	0	0	[482, 426]	Complete	50	20	30	gexf
298	cut	cap	first	Complete.50.20.30.gexf	50	2450	5	3	[49, 49, 49, 49]	482	392	392	inf	287	0	0	0	0	[482, 392]	Complete	50	20	30	gexf
299	cut	cap	first	Complete.50.20.30.gexf	50	2450	10	4	[49, 49, 49, 49]	482	318	318	inf	162	0	0	0	0	[482, 318]	Complete	50	20	30	gexf
301	cut	cap	first	Complete.50.1.31.gexf	50	2450	2	1	[49, 49, 49, 49]	22.9743854739782	21.0394309925384	21.03943099253842	inf	333	0	0	0	0	[22.974385473978167, 21.03943099253842]	Complete	50	1	31	gexf
302	cut	cap	first	Complete.50.1.31.gexf	50	2450	3	2	[49, 49, 49, 49]	22.9743854739782	20.0949813262771	20.094981326277097	inf	246	0	0	0	0	[22.974385473978167, 20.094981326277097]	Complete	50	1	31	gexf
303	cut	cap	first	Complete.50.1.31.gexf	50	2450	5	3	[49, 49, 49, 49]	22.9743854739782	18.2817407452514	18.28174074525144	inf	105	0	0	0	0	[22.974385473978167, 18.28174074525144]	Complete	50	1	31	gexf
304	cut	cap	first	Complete.50.1.31.gexf	50	2450	10	4	[49, 49, 49, 49]	22.9743854739782	14.1192562455179	14.119256245517894	inf	198	0	0	0	0	[22.974385473978167, 14.119256245517894]	Complete	50	1	31	gexf
306	cut	cap	first	Complete.50.20.31.gexf	50	2450	2	1	[49, 49, 49, 49]	474	438	438	inf	199	0	0	0	0	[474, 438]	Complete	50	20	31	gexf
307	cut	cap	first	Complete.50.20.31.gexf	50	2450	3	2	[49, 49, 49, 49]	474	420	420	inf	193	0	0	0	0	[474, 420]	Complete	50	20	31	gexf
308	cut	cap	first	Complete.50.20.31.gexf	50	2450	5	3	[49, 49, 49, 49]	474	385	385	inf	342	0	0	0	0	[474, 385]	Complete	50	20	31	gexf
309	cut	cap	first	Complete.50.20.31.gexf	50	2450	10	4	[49, 49, 49, 49]	474	305	305	inf	195	0	0	0	0	[474, 305]	Complete	50	20	31	gexf
311	cut	cap	first	Complete.50.1.32.gexf	50	2450	2	1	[49, 49, 49, 49]	20.0569500220575	18.0708667013914	18.0708667013914	inf	338	0	0	0	0	[20.056950022057496, 18.0708667013914]	Complete	50	1	32	gexf
312	cut	cap	first	Complete.50.1.32.gexf	50	2450	3	2	[49, 49, 49, 49]	20.0569500220575	17.0849080186638	17.084908018663832	inf	120	0	0	0	0	[20.056950022057496, 17.084908018663832]	Complete	50	1	32	gexf
313	cut	cap	first	Complete.50.1.32.gexf	50	2450	5	3	[49, 49, 49, 49]	20.0569500220575	15.2161202776061	15.216120277606088	inf	195	0	0	0	0	[20.056950022057496, 15.216120277606088]	Complete	50	1	32	gexf
314	cut	cap	first	Complete.50.1.32.gexf	50	2450	10	4	[49, 49, 49, 49]	20.0569500220575	11.4369144909081	11.436914490908105	inf	195	0	0	0	0	[20.056950022057496, 11.436914490908105]	Complete	50	1	32	gexf
316	cut	cap	first	Complete.50.20.32.gexf	50	2450	2	1	[49, 49, 49, 49]	459	422	422	inf	158	0	0	0	0	[459, 422]	Complete	50	20	32	gexf
317	cut	cap	first	Complete.50.20.32.gexf	50	2450	3	2	[49, 49, 49, 49]	459	405	405	inf	195	0	0	0	0	[459, 405]	Complete	50	20	32	gexf
318	cut	cap	first	Complete.50.20.32.gexf	50	2450	5	3	[49, 49, 49, 49]	459	372	372	inf	246	0	0	0	0	[459, 372]	Complete	50	20	32	gexf
319	cut	cap	first	Complete.50.20.32.gexf	50	2450	10	4	[49, 49, 49, 49]	459	299	299	inf	232	0	0	0	0	[459, 299]	Complete	50	20	32	gexf
321	cut	cap	first	Complete.50.1.33.gexf	50	2450	2	1	[49, 49, 49, 49]	20.7454430550089	18.7861208636186	18.786120863618596	inf	251	0	0	0	0	[20.74544305500886, 18.786120863618596]	Complete	50	1	33	gexf
322	cut	cap	first	Complete.50.1.33.gexf	50	2450	3	2	[49, 49, 49, 49]	20.7454430550089	17.816233156566	17.816233156566035	inf	163	0	0	0	0	[20.74544305500886, 17.816233156566035]	Complete	50	1	33	gexf
323	cut	cap	first	Complete.50.1.33.gexf	50	2450	5	3	[49, 49, 49, 49]	20.7454430550089	15.9600965392307	15.9600965392307	inf	250	0	0	0	0	[20.74544305500886, 15.9600965392307]	Complete	50	1	33	gexf
324	cut	cap	first	Complete.50.1.33.gexf	50	2450	10	4	[49, 49, 49, 49]	20.7454430550089	11.942129054954	11.942129054953995	inf	165	0	0	0	0	[20.74544305500886, 11.942129054953995]	Complete	50	1	33	gexf
326	cut	cap	first	Complete.50.20.33.gexf	50	2450	2	1	[49, 49, 49, 49]	460	422	422	inf	177	0	0	0	0	[460, 422]	Complete	50	20	33	gexf
327	cut	cap	first	Complete.50.20.33.gexf	50	2450	3	2	[49, 49, 49, 49]	460	403	403	inf	182	0	0	0	0	[460, 403]	Complete	50	20	33	gexf
328	cut	cap	first	Complete.50.20.33.gexf	50	2450	5	3	[49, 49, 49, 49]	460	367	367	inf	151	0	0	0	0	[460, 367]	Complete	50	20	33	gexf
329	cut	cap	first	Complete.50.20.33.gexf	50	2450	10	4	[49, 49, 49, 49]	460	285	285	inf	253	0	0	0	0	[460, 285]	Complete	50	20	33	gexf
331	cut	cap	first	Complete.50.1.34.gexf	50	2450	2	1	[49, 49, 49, 49]	23.3570899324977	21.4394644201555	21.439464420155524	inf	239	0	0	0	0	[23.35708993249767, 21.439464420155524]	Complete	50	1	34	gexf
332	cut	cap	first	Complete.50.1.34.gexf	50	2450	3	2	[49, 49, 49, 49]	23.3570899324977	20.5031488314222	20.50314883142217	inf	135	0	0	0	0	[23.35708993249767, 20.50314883142217]	Complete	50	1	34	gexf
333	cut	cap	first	Complete.50.1.34.gexf	50	2450	5	3	[49, 49, 49, 49]	23.3570899324977	18.7088496686659	18.708849668665913	inf	527	0	0	0	0	[23.35708993249767, 18.708849668665913]	Complete	50	1	34	gexf
334	cut	cap	first	Complete.50.1.34.gexf	50	2450	10	4	[49, 49, 49, 49]	23.3570899324977	14.6828817817376	14.682881781737573	inf	139	0	0	0	0	[23.35708993249767, 14.682881781737573]	Complete	50	1	34	gexf
336	cut	cap	first	Complete.50.20.34.gexf	50	2450	2	1	[49, 49, 49, 49]	456	418	418	inf	243	0	0	0	0	[456, 418]	Complete	50	20	34	gexf
337	cut	cap	first	Complete.50.20.34.gexf	50	2450	3	2	[49, 49, 49, 49]	456	399	399	inf	160	0	0	0	0	[456, 399]	Complete	50	20	34	gexf
338	cut	cap	first	Complete.50.20.34.gexf	50	2450	5	3	[49, 49, 49, 49]	456	363	363	inf	195	0	0	0	0	[456, 363]	Complete	50	20	34	gexf
