construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5	mem	constant	best
2203	cut	cap	first	Small.50.10.2.74.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2382	0	0	0	0	[8.0, 3.0]	Small	50	10	2	74	gexf	8	2.66666666666667	0.5
2206	cut	cap	first	Small.50.10.5.74.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2334	0	0	0	0	[9.0, 7.0]	Small	50	10	5	74	gexf	9	1.28571428571429	0.5
2207	cut	cap	first	Small.50.10.5.74.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2332	0	0	0	0	[9.0, 6.0]	Small	50	10	5	74	gexf	9	1.5	0.5
2208	cut	cap	first	Small.50.10.5.74.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2349	0	0	0	0	[9.0, 4.0]	Small	50	10	5	74	gexf	9	2.25	0.5
2211	cut	cap	first	Small.50.24.2.74.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1037	0	0	0	0	[23.0, 21.0]	Small	50	24	2	74	gexf	23	1.0952380952381	0.5
2212	cut	cap	first	Small.50.24.2.74.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1030	0	0	0	0	[23.0, 20.0]	Small	50	24	2	74	gexf	23	1.15	0.5
2213	cut	cap	first	Small.50.24.2.74.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1036	0	0	0	0	[23.0, 18.0]	Small	50	24	2	74	gexf	23	1.27777777777778	0.5
2214	cut	cap	first	Small.50.24.2.74.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1045	0	0	0	0	[23.0, 13.0]	Small	50	24	2	74	gexf	23	1.76923076923077	0.5
2216	cut	cap	first	Small.50.24.5.74.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1017	0	0	0	0	[24.0, 22.0]	Small	50	24	5	74	gexf	24	1.09090909090909	0.5
2217	cut	cap	first	Small.50.24.5.74.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1022	0	0	0	0	[24.0, 21.0]	Small	50	24	5	74	gexf	24	1.14285714285714	0.5
2218	cut	cap	first	Small.50.24.5.74.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1029	0	0	0	0	[24.0, 19.0]	Small	50	24	5	74	gexf	24	1.26315789473684	0.5
2219	cut	cap	first	Small.50.24.5.74.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1046	0	0	0	0	[24.0, 14.0]	Small	50	24	5	74	gexf	24	1.71428571428571	0.5
2221	cut	cap	first	Small.50.6.2.75.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3700	0	0	0	0	[6.0, 4.0]	Small	50	6	2	75	gexf	6	1.5	0.5
2222	cut	cap	first	Small.50.6.2.75.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3727	0	0	0	0	[6.0, 3.0]	Small	50	6	2	75	gexf	6	2	0.5
2223	cut	cap	first	Small.50.6.2.75.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3751	0	0	0	0	[6.0, 1.0]	Small	50	6	2	75	gexf	6	6	0.5
2226	cut	cap	first	Small.50.6.5.75.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3653	0	0	0	0	[5.0, 3.0]	Small	50	6	5	75	gexf	5	1.66666666666667	0.5
2227	cut	cap	first	Small.50.6.5.75.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3645	0	0	0	0	[5.0, 2.0]	Small	50	6	5	75	gexf	5	2.5	0.5
2231	cut	cap	first	Small.50.10.2.75.gexf	50	500	2	1	[12, 12, 12, 12]	12	10	10.0	inf	2361	0	0	0	0	[12.0, 10.0]	Small	50	10	2	75	gexf	12	1.2	0.5
2232	cut	cap	first	Small.50.10.2.75.gexf	50	500	3	2	[12, 12, 12, 12]	12	9	9.0	inf	2372	0	0	0	0	[12.0, 9.0]	Small	50	10	2	75	gexf	12	1.33333333333333	0.5
2233	cut	cap	first	Small.50.10.2.75.gexf	50	500	5	3	[12, 12, 12, 12]	12	7	7.0	inf	2386	0	0	0	0	[12.0, 7.0]	Small	50	10	2	75	gexf	12	1.71428571428571	0.5
2234	cut	cap	first	Small.50.10.2.75.gexf	50	500	10	4	[12, 12, 12, 12]	12	2	2.0	inf	2459	0	0	0	0	[12.0, 2.0]	Small	50	10	2	75	gexf	12	6	0.5
2236	cut	cap	first	Small.50.10.5.75.gexf	50	500	2	1	[13, 13, 13, 13]	13	11	11.0	inf	2344	0	0	0	0	[13.0, 11.0]	Small	50	10	5	75	gexf	13	1.18181818181818	0.5
2237	cut	cap	first	Small.50.10.5.75.gexf	50	500	3	2	[13, 13, 13, 13]	13	10	10.0	inf	2334	0	0	0	0	[13.0, 10.0]	Small	50	10	5	75	gexf	13	1.3	0.5
2238	cut	cap	first	Small.50.10.5.75.gexf	50	500	5	3	[13, 13, 13, 13]	13	8	8.0	inf	2316	0	0	0	0	[13.0, 8.0]	Small	50	10	5	75	gexf	13	1.625	0.5
2239	cut	cap	first	Small.50.10.5.75.gexf	50	500	10	4	[13, 13, 13, 13]	13	3	3.0	inf	2339	0	0	0	0	[13.0, 3.0]	Small	50	10	5	75	gexf	13	4.33333333333333	0.5
2241	cut	cap	first	Small.50.24.2.75.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1013	0	0	0	0	[23.0, 21.0]	Small	50	24	2	75	gexf	23	1.0952380952381	0.5
2242	cut	cap	first	Small.50.24.2.75.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1020	0	0	0	0	[23.0, 20.0]	Small	50	24	2	75	gexf	23	1.15	0.5
2243	cut	cap	first	Small.50.24.2.75.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1027	0	0	0	0	[23.0, 18.0]	Small	50	24	2	75	gexf	23	1.27777777777778	0.5
2244	cut	cap	first	Small.50.24.2.75.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1025	0	0	0	0	[23.0, 13.0]	Small	50	24	2	75	gexf	23	1.76923076923077	0.5
2246	cut	cap	first	Small.50.24.5.75.gexf	50	1200	2	1	[21, 21, 21, 21]	21	19	19.0	inf	1047	0	0	0	0	[21.0, 19.0]	Small	50	24	5	75	gexf	21	1.10526315789474	0.5
2247	cut	cap	first	Small.50.24.5.75.gexf	50	1200	3	2	[21, 21, 21, 21]	21	18	18.0	inf	1038	0	0	0	0	[21.0, 18.0]	Small	50	24	5	75	gexf	21	1.16666666666667	0.5
2248	cut	cap	first	Small.50.24.5.75.gexf	50	1200	5	3	[21, 21, 21, 21]	21	16	16.0	inf	1037	0	0	0	0	[21.0, 16.0]	Small	50	24	5	75	gexf	21	1.3125	0.5
2249	cut	cap	first	Small.50.24.5.75.gexf	50	1200	10	4	[21, 21, 21, 21]	21	11	11.0	inf	1047	0	0	0	0	[21.0, 11.0]	Small	50	24	5	75	gexf	21	1.90909090909091	0.5
2251	cut	cap	first	Small.50.6.2.76.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3612	0	0	0	0	[5.0, 3.0]	Small	50	6	2	76	gexf	5	1.66666666666667	0.5
2252	cut	cap	first	Small.50.6.2.76.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3662	0	0	0	0	[5.0, 2.0]	Small	50	6	2	76	gexf	5	2.5	0.5
2256	cut	cap	first	Small.50.6.5.76.gexf	50	300	2	1	[7, 7, 7, 7]	7	5	5.0	inf	3636	0	0	0	0	[7.0, 5.0]	Small	50	6	5	76	gexf	7	1.4	0.5
2257	cut	cap	first	Small.50.6.5.76.gexf	50	300	3	2	[7, 7, 7, 7]	7	4	4.0	inf	3634	0	0	0	0	[7.0, 4.0]	Small	50	6	5	76	gexf	7	1.75	0.5
2258	cut	cap	first	Small.50.6.5.76.gexf	50	300	5	3	[7, 7, 7, 7]	7	2	2.0	inf	3678	0	0	0	0	[7.0, 2.0]	Small	50	6	5	76	gexf	7	3.5	0.5
2261	cut	cap	first	Small.50.10.2.76.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2342	0	0	0	0	[8.0, 6.0]	Small	50	10	2	76	gexf	8	1.33333333333333	0.5
2262	cut	cap	first	Small.50.10.2.76.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2358	0	0	0	0	[8.0, 5.0]	Small	50	10	2	76	gexf	8	1.6	0.5
2263	cut	cap	first	Small.50.10.2.76.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2378	0	0	0	0	[8.0, 3.0]	Small	50	10	2	76	gexf	8	2.66666666666667	0.5
2266	cut	cap	first	Small.50.10.5.76.gexf	50	500	2	1	[7, 7, 7, 7]	7	5	5.0	inf	2381	0	0	0	0	[7.0, 5.0]	Small	50	10	5	76	gexf	7	1.4	0.5
2267	cut	cap	first	Small.50.10.5.76.gexf	50	500	3	2	[7, 7, 7, 7]	7	4	4.0	inf	2415	0	0	0	0	[7.0, 4.0]	Small	50	10	5	76	gexf	7	1.75	0.5
2268	cut	cap	first	Small.50.10.5.76.gexf	50	500	5	3	[7, 7, 7, 7]	7	2	2.0	inf	2429	0	0	0	0	[7.0, 2.0]	Small	50	10	5	76	gexf	7	3.5	0.5
2271	cut	cap	first	Small.50.24.2.76.gexf	50	1200	2	1	[26, 26, 26, 26]	26	24	24.0	inf	1010	0	0	0	0	[26.0, 24.0]	Small	50	24	2	76	gexf	26	1.08333333333333	0.5
2272	cut	cap	first	Small.50.24.2.76.gexf	50	1200	3	2	[26, 26, 26, 26]	26	23	23.0	inf	1024	0	0	0	0	[26.0, 23.0]	Small	50	24	2	76	gexf	26	1.1304347826087	0.5
2273	cut	cap	first	Small.50.24.2.76.gexf	50	1200	5	3	[26, 26, 26, 26]	26	21	21.0	inf	1012	0	0	0	0	[26.0, 21.0]	Small	50	24	2	76	gexf	26	1.23809523809524	0.5
2274	cut	cap	first	Small.50.24.2.76.gexf	50	1200	10	4	[26, 26, 26, 26]	26	16	16.0	inf	1024	0	0	0	0	[26.0, 16.0]	Small	50	24	2	76	gexf	26	1.625	0.5
2276	cut	cap	first	Small.50.24.5.76.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1006	0	0	0	0	[24.0, 22.0]	Small	50	24	5	76	gexf	24	1.09090909090909	0.5
2277	cut	cap	first	Small.50.24.5.76.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1024	0	0	0	0	[24.0, 21.0]	Small	50	24	5	76	gexf	24	1.14285714285714	0.5
2278	cut	cap	first	Small.50.24.5.76.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1020	0	0	0	0	[24.0, 19.0]	Small	50	24	5	76	gexf	24	1.26315789473684	0.5
2279	cut	cap	first	Small.50.24.5.76.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1043	0	0	0	0	[24.0, 14.0]	Small	50	24	5	76	gexf	24	1.71428571428571	0.5
2281	cut	cap	first	Small.50.6.2.77.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3637	0	0	0	0	[6.0, 4.0]	Small	50	6	2	77	gexf	6	1.5	0.5
2282	cut	cap	first	Small.50.6.2.77.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3674	0	0	0	0	[6.0, 3.0]	Small	50	6	2	77	gexf	6	2	0.5
2283	cut	cap	first	Small.50.6.2.77.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3759	0	0	0	0	[6.0, 1.0]	Small	50	6	2	77	gexf	6	6	0.5
2286	cut	cap	first	Small.50.6.5.77.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3717	0	0	0	0	[4.0, 2.0]	Small	50	6	5	77	gexf	4	2	0.5
2287	cut	cap	first	Small.50.6.5.77.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3697	0	0	0	0	[4.0, 1.0]	Small	50	6	5	77	gexf	4	4	0.5
2291	cut	cap	first	Small.50.10.2.77.gexf	50	500	2	1	[7, 7, 7, 7]	7	5	5.0	inf	2335	0	0	0	0	[7.0, 5.0]	Small	50	10	2	77	gexf	7	1.4	0.5
2292	cut	cap	first	Small.50.10.2.77.gexf	50	500	3	2	[7, 7, 7, 7]	7	4	4.0	inf	2332	0	0	0	0	[7.0, 4.0]	Small	50	10	2	77	gexf	7	1.75	0.5
2293	cut	cap	first	Small.50.10.2.77.gexf	50	500	5	3	[7, 7, 7, 7]	7	2	2.0	inf	2348	0	0	0	0	[7.0, 2.0]	Small	50	10	2	77	gexf	7	3.5	0.5
2296	cut	cap	first	Small.50.10.5.77.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2287	0	0	0	0	[11.0, 9.0]	Small	50	10	5	77	gexf	11	1.22222222222222	0.5
2297	cut	cap	first	Small.50.10.5.77.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2309	0	0	0	0	[11.0, 8.0]	Small	50	10	5	77	gexf	11	1.375	0.5
2298	cut	cap	first	Small.50.10.5.77.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2354	0	0	0	0	[11.0, 6.0]	Small	50	10	5	77	gexf	11	1.83333333333333	0.5
2299	cut	cap	first	Small.50.10.5.77.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2441	0	0	0	0	[11.0, 1.0]	Small	50	10	5	77	gexf	11	11	0.5
2301	cut	cap	first	Small.50.24.2.77.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1039	0	0	0	0	[22.0, 20.0]	Small	50	24	2	77	gexf	22	1.1	0.5
2302	cut	cap	first	Small.50.24.2.77.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1050	0	0	0	0	[22.0, 19.0]	Small	50	24	2	77	gexf	22	1.15789473684211	0.5
2303	cut	cap	first	Small.50.24.2.77.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1054	0	0	0	0	[22.0, 17.0]	Small	50	24	2	77	gexf	22	1.29411764705882	0.5
2304	cut	cap	first	Small.50.24.2.77.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1059	0	0	0	0	[22.0, 12.0]	Small	50	24	2	77	gexf	22	1.83333333333333	0.5
2306	cut	cap	first	Small.50.24.5.77.gexf	50	1200	2	1	[26, 26, 26, 26]	26	24	24.0	inf	1028	0	0	0	0	[26.0, 24.0]	Small	50	24	5	77	gexf	26	1.08333333333333	0.5
2307	cut	cap	first	Small.50.24.5.77.gexf	50	1200	3	2	[26, 26, 26, 26]	26	23	23.0	inf	1033	0	0	0	0	[26.0, 23.0]	Small	50	24	5	77	gexf	26	1.1304347826087	0.5
2308	cut	cap	first	Small.50.24.5.77.gexf	50	1200	5	3	[26, 26, 26, 26]	26	21	21.0	inf	1040	0	0	0	0	[26.0, 21.0]	Small	50	24	5	77	gexf	26	1.23809523809524	0.5
2309	cut	cap	first	Small.50.24.5.77.gexf	50	1200	10	4	[26, 26, 26, 26]	26	16	16.0	inf	1041	0	0	0	0	[26.0, 16.0]	Small	50	24	5	77	gexf	26	1.625	0.5
2311	cut	cap	first	Small.50.6.2.78.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3726	0	0	0	0	[5.0, 3.0]	Small	50	6	2	78	gexf	5	1.66666666666667	0.5
2312	cut	cap	first	Small.50.6.2.78.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3754	0	0	0	0	[5.0, 2.0]	Small	50	6	2	78	gexf	5	2.5	0.5
2316	cut	cap	first	Small.50.6.5.78.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3641	0	0	0	0	[6.0, 4.0]	Small	50	6	5	78	gexf	6	1.5	0.5
2317	cut	cap	first	Small.50.6.5.78.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3695	0	0	0	0	[6.0, 3.0]	Small	50	6	5	78	gexf	6	2	0.5
2318	cut	cap	first	Small.50.6.5.78.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3733	0	0	0	0	[6.0, 1.0]	Small	50	6	5	78	gexf	6	6	0.5
2321	cut	cap	first	Small.50.10.2.78.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2362	0	0	0	0	[10.0, 8.0]	Small	50	10	2	78	gexf	10	1.25	0.5
2322	cut	cap	first	Small.50.10.2.78.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2415	0	0	0	0	[10.0, 7.0]	Small	50	10	2	78	gexf	10	1.42857142857143	0.5
2323	cut	cap	first	Small.50.10.2.78.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2442	0	0	0	0	[10.0, 5.0]	Small	50	10	2	78	gexf	10	2	0.5
2326	cut	cap	first	Small.50.10.5.78.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2319	0	0	0	0	[11.0, 9.0]	Small	50	10	5	78	gexf	11	1.22222222222222	0.5
2327	cut	cap	first	Small.50.10.5.78.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2359	0	0	0	0	[11.0, 8.0]	Small	50	10	5	78	gexf	11	1.375	0.5
2328	cut	cap	first	Small.50.10.5.78.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2356	0	0	0	0	[11.0, 6.0]	Small	50	10	5	78	gexf	11	1.83333333333333	0.5
2329	cut	cap	first	Small.50.10.5.78.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2411	0	0	0	0	[11.0, 1.0]	Small	50	10	5	78	gexf	11	11	0.5
2331	cut	cap	first	Small.50.24.2.78.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1041	0	0	0	0	[24.0, 22.0]	Small	50	24	2	78	gexf	24	1.09090909090909	0.5
2332	cut	cap	first	Small.50.24.2.78.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1043	0	0	0	0	[24.0, 21.0]	Small	50	24	2	78	gexf	24	1.14285714285714	0.5
2333	cut	cap	first	Small.50.24.2.78.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1046	0	0	0	0	[24.0, 19.0]	Small	50	24	2	78	gexf	24	1.26315789473684	0.5
2334	cut	cap	first	Small.50.24.2.78.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1053	0	0	0	0	[24.0, 14.0]	Small	50	24	2	78	gexf	24	1.71428571428571	0.5
2336	cut	cap	first	Small.50.24.5.78.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1031	0	0	0	0	[22.0, 20.0]	Small	50	24	5	78	gexf	22	1.1	0.5
2337	cut	cap	first	Small.50.24.5.78.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1048	0	0	0	0	[22.0, 19.0]	Small	50	24	5	78	gexf	22	1.15789473684211	0.5
2338	cut	cap	first	Small.50.24.5.78.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1044	0	0	0	0	[22.0, 17.0]	Small	50	24	5	78	gexf	22	1.29411764705882	0.5
2339	cut	cap	first	Small.50.24.5.78.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1049	0	0	0	0	[22.0, 12.0]	Small	50	24	5	78	gexf	22	1.83333333333333	0.5
2341	cut	cap	first	Small.50.6.2.79.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3577	0	0	0	0	[6.0, 4.0]	Small	50	6	2	79	gexf	6	1.5	0.5
2342	cut	cap	first	Small.50.6.2.79.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3656	0	0	0	0	[6.0, 3.0]	Small	50	6	2	79	gexf	6	2	0.5
2343	cut	cap	first	Small.50.6.2.79.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3716	0	0	0	0	[6.0, 1.0]	Small	50	6	2	79	gexf	6	6	0.5
2346	cut	cap	first	Small.50.6.5.79.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3455	0	0	0	0	[4.0, 2.0]	Small	50	6	5	79	gexf	4	2	0.5
2347	cut	cap	first	Small.50.6.5.79.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3706	0	0	0	0	[4.0, 1.0]	Small	50	6	5	79	gexf	4	4	0.5
2351	cut	cap	first	Small.50.10.2.79.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2254	0	0	0	0	[11.0, 9.0]	Small	50	10	2	79	gexf	11	1.22222222222222	0.5
2352	cut	cap	first	Small.50.10.2.79.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2192	0	0	0	0	[11.0, 8.0]	Small	50	10	2	79	gexf	11	1.375	0.5
2353	cut	cap	first	Small.50.10.2.79.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2243	0	0	0	0	[11.0, 6.0]	Small	50	10	2	79	gexf	11	1.83333333333333	0.5
2354	cut	cap	first	Small.50.10.2.79.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2244	0	0	0	0	[11.0, 1.0]	Small	50	10	2	79	gexf	11	11	0.5
2356	cut	cap	first	Small.50.10.5.79.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2282	0	0	0	0	[10.0, 8.0]	Small	50	10	5	79	gexf	10	1.25	0.5
2357	cut	cap	first	Small.50.10.5.79.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2294	0	0	0	0	[10.0, 7.0]	Small	50	10	5	79	gexf	10	1.42857142857143	0.5
2358	cut	cap	first	Small.50.10.5.79.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2342	0	0	0	0	[10.0, 5.0]	Small	50	10	5	79	gexf	10	2	0.5
2361	cut	cap	first	Small.50.24.2.79.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	964	0	0	0	0	[23.0, 21.0]	Small	50	24	2	79	gexf	23	1.0952380952381	0.5
2362	cut	cap	first	Small.50.24.2.79.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	999	0	0	0	0	[23.0, 20.0]	Small	50	24	2	79	gexf	23	1.15	0.5
2363	cut	cap	first	Small.50.24.2.79.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1011	0	0	0	0	[23.0, 18.0]	Small	50	24	2	79	gexf	23	1.27777777777778	0.5
2364	cut	cap	first	Small.50.24.2.79.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1029	0	0	0	0	[23.0, 13.0]	Small	50	24	2	79	gexf	23	1.76923076923077	0.5
2366	cut	cap	first	Small.50.24.5.79.gexf	50	1200	2	1	[25, 25, 25, 25]	25	23	23.0	inf	1013	0	0	0	0	[25.0, 23.0]	Small	50	24	5	79	gexf	25	1.08695652173913	0.5
2367	cut	cap	first	Small.50.24.5.79.gexf	50	1200	3	2	[25, 25, 25, 25]	25	22	22.0	inf	981	0	0	0	0	[25.0, 22.0]	Small	50	24	5	79	gexf	25	1.13636363636364	0.5
2368	cut	cap	first	Small.50.24.5.79.gexf	50	1200	5	3	[25, 25, 25, 25]	25	20	20.0	inf	981	0	0	0	0	[25.0, 20.0]	Small	50	24	5	79	gexf	25	1.25	0.5
2369	cut	cap	first	Small.50.24.5.79.gexf	50	1200	10	4	[25, 25, 25, 25]	25	15	15.0	inf	1010	0	0	0	0	[25.0, 15.0]	Small	50	24	5	79	gexf	25	1.66666666666667	0.5
2371	cut	cap	first	Small.50.6.2.80.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3644	0	0	0	0	[5.0, 3.0]	Small	50	6	2	80	gexf	5	1.66666666666667	0.5
2372	cut	cap	first	Small.50.6.2.80.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3579	0	0	0	0	[5.0, 2.0]	Small	50	6	2	80	gexf	5	2.5	0.5
2376	cut	cap	first	Small.50.6.5.80.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3748	0	0	0	0	[4.0, 2.0]	Small	50	6	5	80	gexf	4	2	0.5
2377	cut	cap	first	Small.50.6.5.80.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3628	0	0	0	0	[4.0, 1.0]	Small	50	6	5	80	gexf	4	4	0.5
2381	cut	cap	first	Small.50.10.2.80.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2352	0	0	0	0	[9.0, 7.0]	Small	50	10	2	80	gexf	9	1.28571428571429	0.5
2382	cut	cap	first	Small.50.10.2.80.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2425	0	0	0	0	[9.0, 6.0]	Small	50	10	2	80	gexf	9	1.5	0.5
2383	cut	cap	first	Small.50.10.2.80.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2453	0	0	0	0	[9.0, 4.0]	Small	50	10	2	80	gexf	9	2.25	0.5
2386	cut	cap	first	Small.50.10.5.80.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2346	0	0	0	0	[9.0, 7.0]	Small	50	10	5	80	gexf	9	1.28571428571429	0.5
2387	cut	cap	first	Small.50.10.5.80.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2272	0	0	0	0	[9.0, 6.0]	Small	50	10	5	80	gexf	9	1.5	0.5
2388	cut	cap	first	Small.50.10.5.80.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2308	0	0	0	0	[9.0, 4.0]	Small	50	10	5	80	gexf	9	2.25	0.5
2391	cut	cap	first	Small.50.24.2.80.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1035	0	0	0	0	[24.0, 22.0]	Small	50	24	2	80	gexf	24	1.09090909090909	0.5
2392	cut	cap	first	Small.50.24.2.80.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1020	0	0	0	0	[24.0, 21.0]	Small	50	24	2	80	gexf	24	1.14285714285714	0.5
2393	cut	cap	first	Small.50.24.2.80.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1045	0	0	0	0	[24.0, 19.0]	Small	50	24	2	80	gexf	24	1.26315789473684	0.5
2394	cut	cap	first	Small.50.24.2.80.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1039	0	0	0	0	[24.0, 14.0]	Small	50	24	2	80	gexf	24	1.71428571428571	0.5
2396	cut	cap	first	Small.50.24.5.80.gexf	50	1200	2	1	[25, 25, 25, 25]	25	23	23.0	inf	970	0	0	0	0	[25.0, 23.0]	Small	50	24	5	80	gexf	25	1.08695652173913	0.5
2397	cut	cap	first	Small.50.24.5.80.gexf	50	1200	3	2	[25, 25, 25, 25]	25	22	22.0	inf	992	0	0	0	0	[25.0, 22.0]	Small	50	24	5	80	gexf	25	1.13636363636364	0.5
2398	cut	cap	first	Small.50.24.5.80.gexf	50	1200	5	3	[25, 25, 25, 25]	25	20	20.0	inf	999	0	0	0	0	[25.0, 20.0]	Small	50	24	5	80	gexf	25	1.25	0.5
