construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5
4911	cut	cap	first	Small.100.24.2.64.gexf	100	2400	2	1	[26, 26, 26, 26]	26	24	24.0	inf	507	0	0	0	0	[26.0, 24.0]	Small	100	24	2	64	gexf
4912	cut	cap	first	Small.100.24.2.64.gexf	100	2400	3	2	[26, 26, 26, 26]	26	23	23.0	inf	509	0	0	0	0	[26.0, 23.0]	Small	100	24	2	64	gexf
4913	cut	cap	first	Small.100.24.2.64.gexf	100	2400	5	3	[26, 26, 26, 26]	26	21	21.0	inf	509	0	0	0	0	[26.0, 21.0]	Small	100	24	2	64	gexf
4914	cut	cap	first	Small.100.24.2.64.gexf	100	2400	10	4	[26, 26, 26, 26]	26	16	16.0	inf	513	0	0	0	0	[26.0, 16.0]	Small	100	24	2	64	gexf
4916	cut	cap	first	Small.100.24.5.64.gexf	100	2400	2	1	[23, 23, 23, 23]	23	21	21.0	inf	501	0	0	0	0	[23.0, 21.0]	Small	100	24	5	64	gexf
4917	cut	cap	first	Small.100.24.5.64.gexf	100	2400	3	2	[23, 23, 23, 23]	23	20	20.0	inf	502	0	0	0	0	[23.0, 20.0]	Small	100	24	5	64	gexf
4918	cut	cap	first	Small.100.24.5.64.gexf	100	2400	5	3	[23, 23, 23, 23]	23	18	18.0	inf	504	0	0	0	0	[23.0, 18.0]	Small	100	24	5	64	gexf
4919	cut	cap	first	Small.100.24.5.64.gexf	100	2400	10	4	[23, 23, 23, 23]	23	13	13.0	inf	507	0	0	0	0	[23.0, 13.0]	Small	100	24	5	64	gexf
4921	cut	cap	first	Small.100.6.2.65.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1801	0	0	0	0	[5.0, 3.0]	Small	100	6	2	65	gexf
4922	cut	cap	first	Small.100.6.2.65.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1840	0	0	0	0	[5.0, 2.0]	Small	100	6	2	65	gexf
4926	cut	cap	first	Small.100.6.5.65.gexf	100	600	2	1	[3, 3, 3, 3]	3	1	1.0	inf	1818	0	0	0	0	[3.0, 1.0]	Small	100	6	5	65	gexf
4931	cut	cap	first	Small.100.10.2.65.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1167	0	0	0	0	[10.0, 8.0]	Small	100	10	2	65	gexf
4932	cut	cap	first	Small.100.10.2.65.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1183	0	0	0	0	[10.0, 7.0]	Small	100	10	2	65	gexf
4933	cut	cap	first	Small.100.10.2.65.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1185	0	0	0	0	[10.0, 5.0]	Small	100	10	2	65	gexf
4936	cut	cap	first	Small.100.10.5.65.gexf	100	1000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	1172	0	0	0	0	[7.0, 5.0]	Small	100	10	5	65	gexf
4937	cut	cap	first	Small.100.10.5.65.gexf	100	1000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	1175	0	0	0	0	[7.0, 4.0]	Small	100	10	5	65	gexf
4938	cut	cap	first	Small.100.10.5.65.gexf	100	1000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	1182	0	0	0	0	[7.0, 2.0]	Small	100	10	5	65	gexf
4941	cut	cap	first	Small.100.24.2.65.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	510	0	0	0	0	[21.0, 19.0]	Small	100	24	2	65	gexf
4942	cut	cap	first	Small.100.24.2.65.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	511	0	0	0	0	[21.0, 18.0]	Small	100	24	2	65	gexf
4943	cut	cap	first	Small.100.24.2.65.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	512	0	0	0	0	[21.0, 16.0]	Small	100	24	2	65	gexf
4944	cut	cap	first	Small.100.24.2.65.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	510	0	0	0	0	[21.0, 11.0]	Small	100	24	2	65	gexf
4946	cut	cap	first	Small.100.24.5.65.gexf	100	2400	2	1	[20, 20, 20, 20]	20	18	18.0	inf	510	0	0	0	0	[20.0, 18.0]	Small	100	24	5	65	gexf
4947	cut	cap	first	Small.100.24.5.65.gexf	100	2400	3	2	[20, 20, 20, 20]	20	17	17.0	inf	514	0	0	0	0	[20.0, 17.0]	Small	100	24	5	65	gexf
4948	cut	cap	first	Small.100.24.5.65.gexf	100	2400	5	3	[20, 20, 20, 20]	20	15	15.0	inf	523	0	0	0	0	[20.0, 15.0]	Small	100	24	5	65	gexf
4949	cut	cap	first	Small.100.24.5.65.gexf	100	2400	10	4	[20, 20, 20, 20]	20	10	10.0	inf	529	0	0	0	0	[20.0, 10.0]	Small	100	24	5	65	gexf
4951	cut	cap	first	Small.100.6.2.66.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1859	0	0	0	0	[5.0, 3.0]	Small	100	6	2	66	gexf
4952	cut	cap	first	Small.100.6.2.66.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1859	0	0	0	0	[5.0, 2.0]	Small	100	6	2	66	gexf
4956	cut	cap	first	Small.100.6.5.66.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1840	0	0	0	0	[5.0, 3.0]	Small	100	6	5	66	gexf
4957	cut	cap	first	Small.100.6.5.66.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1859	0	0	0	0	[5.0, 2.0]	Small	100	6	5	66	gexf
4961	cut	cap	first	Small.100.10.2.66.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1190	0	0	0	0	[10.0, 8.0]	Small	100	10	2	66	gexf
4962	cut	cap	first	Small.100.10.2.66.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1180	0	0	0	0	[10.0, 7.0]	Small	100	10	2	66	gexf
4963	cut	cap	first	Small.100.10.2.66.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1164	0	0	0	0	[10.0, 5.0]	Small	100	10	2	66	gexf
4966	cut	cap	first	Small.100.10.5.66.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1154	0	0	0	0	[9.0, 7.0]	Small	100	10	5	66	gexf
4967	cut	cap	first	Small.100.10.5.66.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1145	0	0	0	0	[9.0, 6.0]	Small	100	10	5	66	gexf
4968	cut	cap	first	Small.100.10.5.66.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1159	0	0	0	0	[9.0, 4.0]	Small	100	10	5	66	gexf
4971	cut	cap	first	Small.100.24.2.66.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	508	0	0	0	0	[22.0, 20.0]	Small	100	24	2	66	gexf
4972	cut	cap	first	Small.100.24.2.66.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	509	0	0	0	0	[22.0, 19.0]	Small	100	24	2	66	gexf
4973	cut	cap	first	Small.100.24.2.66.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	514	0	0	0	0	[22.0, 17.0]	Small	100	24	2	66	gexf
4974	cut	cap	first	Small.100.24.2.66.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	519	0	0	0	0	[22.0, 12.0]	Small	100	24	2	66	gexf
4976	cut	cap	first	Small.100.24.5.66.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	510	0	0	0	0	[24.0, 22.0]	Small	100	24	5	66	gexf
4977	cut	cap	first	Small.100.24.5.66.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	510	0	0	0	0	[24.0, 21.0]	Small	100	24	5	66	gexf
4978	cut	cap	first	Small.100.24.5.66.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	514	0	0	0	0	[24.0, 19.0]	Small	100	24	5	66	gexf
4979	cut	cap	first	Small.100.24.5.66.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	518	0	0	0	0	[24.0, 14.0]	Small	100	24	5	66	gexf
4981	cut	cap	first	Small.100.6.2.67.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1824	0	0	0	0	[5.0, 3.0]	Small	100	6	2	67	gexf
4982	cut	cap	first	Small.100.6.2.67.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1822	0	0	0	0	[5.0, 2.0]	Small	100	6	2	67	gexf
4986	cut	cap	first	Small.100.6.5.67.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1782	0	0	0	0	[5.0, 3.0]	Small	100	6	5	67	gexf
4987	cut	cap	first	Small.100.6.5.67.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1806	0	0	0	0	[5.0, 2.0]	Small	100	6	5	67	gexf
4991	cut	cap	first	Small.100.10.2.67.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1178	0	0	0	0	[9.0, 7.0]	Small	100	10	2	67	gexf
4992	cut	cap	first	Small.100.10.2.67.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1186	0	0	0	0	[9.0, 6.0]	Small	100	10	2	67	gexf
4993	cut	cap	first	Small.100.10.2.67.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1193	0	0	0	0	[9.0, 4.0]	Small	100	10	2	67	gexf
4996	cut	cap	first	Small.100.10.5.67.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1155	0	0	0	0	[8.0, 6.0]	Small	100	10	5	67	gexf
4997	cut	cap	first	Small.100.10.5.67.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1158	0	0	0	0	[8.0, 5.0]	Small	100	10	5	67	gexf
4998	cut	cap	first	Small.100.10.5.67.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1155	0	0	0	0	[8.0, 3.0]	Small	100	10	5	67	gexf
5001	cut	cap	first	Small.100.24.2.67.gexf	100	2400	2	1	[25, 25, 25, 25]	25	23	23.0	inf	503	0	0	0	0	[25.0, 23.0]	Small	100	24	2	67	gexf
5002	cut	cap	first	Small.100.24.2.67.gexf	100	2400	3	2	[25, 25, 25, 25]	25	22	22.0	inf	507	0	0	0	0	[25.0, 22.0]	Small	100	24	2	67	gexf
5003	cut	cap	first	Small.100.24.2.67.gexf	100	2400	5	3	[25, 25, 25, 25]	25	20	20.0	inf	508	0	0	0	0	[25.0, 20.0]	Small	100	24	2	67	gexf
5004	cut	cap	first	Small.100.24.2.67.gexf	100	2400	10	4	[25, 25, 25, 25]	25	15	15.0	inf	505	0	0	0	0	[25.0, 15.0]	Small	100	24	2	67	gexf
5006	cut	cap	first	Small.100.24.5.67.gexf	100	2400	2	1	[26, 26, 26, 26]	26	24	24.0	inf	501	0	0	0	0	[26.0, 24.0]	Small	100	24	5	67	gexf
5007	cut	cap	first	Small.100.24.5.67.gexf	100	2400	3	2	[26, 26, 26, 26]	26	23	23.0	inf	494	0	0	0	0	[26.0, 23.0]	Small	100	24	5	67	gexf
5008	cut	cap	first	Small.100.24.5.67.gexf	100	2400	5	3	[26, 26, 26, 26]	26	21	21.0	inf	498	0	0	0	0	[26.0, 21.0]	Small	100	24	5	67	gexf
5009	cut	cap	first	Small.100.24.5.67.gexf	100	2400	10	4	[26, 26, 26, 26]	26	16	16.0	inf	501	0	0	0	0	[26.0, 16.0]	Small	100	24	5	67	gexf
5011	cut	cap	first	Small.100.6.2.68.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1790	0	0	0	0	[6.0, 4.0]	Small	100	6	2	68	gexf
5012	cut	cap	first	Small.100.6.2.68.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1809	0	0	0	0	[6.0, 3.0]	Small	100	6	2	68	gexf
5013	cut	cap	first	Small.100.6.2.68.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1828	0	0	0	0	[6.0, 1.0]	Small	100	6	2	68	gexf
5016	cut	cap	first	Small.100.6.5.68.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1808	0	0	0	0	[4.0, 2.0]	Small	100	6	5	68	gexf
5017	cut	cap	first	Small.100.6.5.68.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1806	0	0	0	0	[4.0, 1.0]	Small	100	6	5	68	gexf
5021	cut	cap	first	Small.100.10.2.68.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1132	0	0	0	0	[10.0, 8.0]	Small	100	10	2	68	gexf
5022	cut	cap	first	Small.100.10.2.68.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1146	0	0	0	0	[10.0, 7.0]	Small	100	10	2	68	gexf
5023	cut	cap	first	Small.100.10.2.68.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1147	0	0	0	0	[10.0, 5.0]	Small	100	10	2	68	gexf
5026	cut	cap	first	Small.100.10.5.68.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1139	0	0	0	0	[10.0, 8.0]	Small	100	10	5	68	gexf
5027	cut	cap	first	Small.100.10.5.68.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1133	0	0	0	0	[10.0, 7.0]	Small	100	10	5	68	gexf
5028	cut	cap	first	Small.100.10.5.68.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1144	0	0	0	0	[10.0, 5.0]	Small	100	10	5	68	gexf
5031	cut	cap	first	Small.100.24.2.68.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	498	0	0	0	0	[24.0, 22.0]	Small	100	24	2	68	gexf
5032	cut	cap	first	Small.100.24.2.68.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	509	0	0	0	0	[24.0, 21.0]	Small	100	24	2	68	gexf
5033	cut	cap	first	Small.100.24.2.68.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	504	0	0	0	0	[24.0, 19.0]	Small	100	24	2	68	gexf
5034	cut	cap	first	Small.100.24.2.68.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	510	0	0	0	0	[24.0, 14.0]	Small	100	24	2	68	gexf
5036	cut	cap	first	Small.100.24.5.68.gexf	100	2400	2	1	[29, 29, 29, 29]	29	27	27.0	inf	503	0	0	0	0	[29.0, 27.0]	Small	100	24	5	68	gexf
5037	cut	cap	first	Small.100.24.5.68.gexf	100	2400	3	2	[29, 29, 29, 29]	29	26	26.0	inf	500	0	0	0	0	[29.0, 26.0]	Small	100	24	5	68	gexf
5038	cut	cap	first	Small.100.24.5.68.gexf	100	2400	5	3	[29, 29, 29, 29]	29	24	24.0	inf	508	0	0	0	0	[29.0, 24.0]	Small	100	24	5	68	gexf
5039	cut	cap	first	Small.100.24.5.68.gexf	100	2400	10	4	[29, 29, 29, 29]	29	19	19.0	inf	520	0	0	0	0	[29.0, 19.0]	Small	100	24	5	68	gexf
5041	cut	cap	first	Small.100.6.2.69.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1821	0	0	0	0	[4.0, 2.0]	Small	100	6	2	69	gexf
5042	cut	cap	first	Small.100.6.2.69.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1835	0	0	0	0	[4.0, 1.0]	Small	100	6	2	69	gexf
5046	cut	cap	first	Small.100.6.5.69.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1785	0	0	0	0	[5.0, 3.0]	Small	100	6	5	69	gexf
5047	cut	cap	first	Small.100.6.5.69.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1797	0	0	0	0	[5.0, 2.0]	Small	100	6	5	69	gexf
5051	cut	cap	first	Small.100.10.2.69.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1172	0	0	0	0	[9.0, 7.0]	Small	100	10	2	69	gexf
5052	cut	cap	first	Small.100.10.2.69.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1168	0	0	0	0	[9.0, 6.0]	Small	100	10	2	69	gexf
5053	cut	cap	first	Small.100.10.2.69.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1185	0	0	0	0	[9.0, 4.0]	Small	100	10	2	69	gexf
5056	cut	cap	first	Small.100.10.5.69.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1188	0	0	0	0	[9.0, 7.0]	Small	100	10	5	69	gexf
5057	cut	cap	first	Small.100.10.5.69.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1186	0	0	0	0	[9.0, 6.0]	Small	100	10	5	69	gexf
5058	cut	cap	first	Small.100.10.5.69.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1189	0	0	0	0	[9.0, 4.0]	Small	100	10	5	69	gexf
5061	cut	cap	first	Small.100.24.2.69.gexf	100	2400	2	1	[19, 19, 19, 19]	19	17	17.0	inf	512	0	0	0	0	[19.0, 17.0]	Small	100	24	2	69	gexf
5062	cut	cap	first	Small.100.24.2.69.gexf	100	2400	3	2	[19, 19, 19, 19]	19	16	16.0	inf	517	0	0	0	0	[19.0, 16.0]	Small	100	24	2	69	gexf
5063	cut	cap	first	Small.100.24.2.69.gexf	100	2400	5	3	[19, 19, 19, 19]	19	14	14.0	inf	515	0	0	0	0	[19.0, 14.0]	Small	100	24	2	69	gexf
5064	cut	cap	first	Small.100.24.2.69.gexf	100	2400	10	4	[19, 19, 19, 19]	19	9	9.0	inf	516	0	0	0	0	[19.0, 9.0]	Small	100	24	2	69	gexf
5066	cut	cap	first	Small.100.24.5.69.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	520	0	0	0	0	[21.0, 19.0]	Small	100	24	5	69	gexf
5067	cut	cap	first	Small.100.24.5.69.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	517	0	0	0	0	[21.0, 18.0]	Small	100	24	5	69	gexf
5068	cut	cap	first	Small.100.24.5.69.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	518	0	0	0	0	[21.0, 16.0]	Small	100	24	5	69	gexf
5069	cut	cap	first	Small.100.24.5.69.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	516	0	0	0	0	[21.0, 11.0]	Small	100	24	5	69	gexf
5071	cut	cap	first	Small.100.6.2.70.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1853	0	0	0	0	[6.0, 4.0]	Small	100	6	2	70	gexf
5072	cut	cap	first	Small.100.6.2.70.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1846	0	0	0	0	[6.0, 3.0]	Small	100	6	2	70	gexf
5073	cut	cap	first	Small.100.6.2.70.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1858	0	0	0	0	[6.0, 1.0]	Small	100	6	2	70	gexf
5076	cut	cap	first	Small.100.6.5.70.gexf	100	600	2	1	[7, 7, 7, 7]	7	5	5.0	inf	1786	0	0	0	0	[7.0, 5.0]	Small	100	6	5	70	gexf
5077	cut	cap	first	Small.100.6.5.70.gexf	100	600	3	2	[7, 7, 7, 7]	7	4	4.0	inf	1788	0	0	0	0	[7.0, 4.0]	Small	100	6	5	70	gexf
5078	cut	cap	first	Small.100.6.5.70.gexf	100	600	5	3	[7, 7, 7, 7]	7	2	2.0	inf	1800	0	0	0	0	[7.0, 2.0]	Small	100	6	5	70	gexf
5081	cut	cap	first	Small.100.10.2.70.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1177	0	0	0	0	[8.0, 6.0]	Small	100	10	2	70	gexf
5082	cut	cap	first	Small.100.10.2.70.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1199	0	0	0	0	[8.0, 5.0]	Small	100	10	2	70	gexf
5083	cut	cap	first	Small.100.10.2.70.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1206	0	0	0	0	[8.0, 3.0]	Small	100	10	2	70	gexf
5086	cut	cap	first	Small.100.10.5.70.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1135	0	0	0	0	[9.0, 7.0]	Small	100	10	5	70	gexf
5087	cut	cap	first	Small.100.10.5.70.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1139	0	0	0	0	[9.0, 6.0]	Small	100	10	5	70	gexf
5088	cut	cap	first	Small.100.10.5.70.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1166	0	0	0	0	[9.0, 4.0]	Small	100	10	5	70	gexf
5091	cut	cap	first	Small.100.24.2.70.gexf	100	2400	2	1	[25, 25, 25, 25]	25	23	23.0	inf	501	0	0	0	0	[25.0, 23.0]	Small	100	24	2	70	gexf
5092	cut	cap	first	Small.100.24.2.70.gexf	100	2400	3	2	[25, 25, 25, 25]	25	22	22.0	inf	505	0	0	0	0	[25.0, 22.0]	Small	100	24	2	70	gexf
5093	cut	cap	first	Small.100.24.2.70.gexf	100	2400	5	3	[25, 25, 25, 25]	25	20	20.0	inf	507	0	0	0	0	[25.0, 20.0]	Small	100	24	2	70	gexf
5094	cut	cap	first	Small.100.24.2.70.gexf	100	2400	10	4	[25, 25, 25, 25]	25	15	15.0	inf	512	0	0	0	0	[25.0, 15.0]	Small	100	24	2	70	gexf
5096	cut	cap	first	Small.100.24.5.70.gexf	100	2400	2	1	[18, 18, 18, 18]	18	16	16.0	inf	504	0	0	0	0	[18.0, 16.0]	Small	100	24	5	70	gexf
5097	cut	cap	first	Small.100.24.5.70.gexf	100	2400	3	2	[18, 18, 18, 18]	18	15	15.0	inf	504	0	0	0	0	[18.0, 15.0]	Small	100	24	5	70	gexf
5098	cut	cap	first	Small.100.24.5.70.gexf	100	2400	5	3	[18, 18, 18, 18]	18	13	13.0	inf	509	0	0	0	0	[18.0, 13.0]	Small	100	24	5	70	gexf
5099	cut	cap	first	Small.100.24.5.70.gexf	100	2400	10	4	[18, 18, 18, 18]	18	8	8.0	inf	508	0	0	0	0	[18.0, 8.0]	Small	100	24	5	70	gexf
5101	cut	cap	first	Small.100.6.2.71.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1845	0	0	0	0	[6.0, 4.0]	Small	100	6	2	71	gexf
5102	cut	cap	first	Small.100.6.2.71.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1848	0	0	0	0	[6.0, 3.0]	Small	100	6	2	71	gexf
5103	cut	cap	first	Small.100.6.2.71.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1856	0	0	0	0	[6.0, 1.0]	Small	100	6	2	71	gexf
5106	cut	cap	first	Small.100.6.5.71.gexf	100	600	2	1	[7, 7, 7, 7]	7	5	5.0	inf	1791	0	0	0	0	[7.0, 5.0]	Small	100	6	5	71	gexf
5107	cut	cap	first	Small.100.6.5.71.gexf	100	600	3	2	[7, 7, 7, 7]	7	4	4.0	inf	1795	0	0	0	0	[7.0, 4.0]	Small	100	6	5	71	gexf
5108	cut	cap	first	Small.100.6.5.71.gexf	100	600	5	3	[7, 7, 7, 7]	7	2	2.0	inf	1814	0	0	0	0	[7.0, 2.0]	Small	100	6	5	71	gexf
5111	cut	cap	first	Small.100.10.2.71.gexf	100	1000	2	1	[13, 13, 13, 13]	13	11	11.0	inf	1160	0	0	0	0	[13.0, 11.0]	Small	100	10	2	71	gexf
5112	cut	cap	first	Small.100.10.2.71.gexf	100	1000	3	2	[13, 13, 13, 13]	13	10	10.0	inf	1162	0	0	0	0	[13.0, 10.0]	Small	100	10	2	71	gexf
5113	cut	cap	first	Small.100.10.2.71.gexf	100	1000	5	3	[13, 13, 13, 13]	13	8	8.0	inf	1171	0	0	0	0	[13.0, 8.0]	Small	100	10	2	71	gexf
5114	cut	cap	first	Small.100.10.2.71.gexf	100	1000	10	4	[13, 13, 13, 13]	13	3	3.0	inf	1184	0	0	0	0	[13.0, 3.0]	Small	100	10	2	71	gexf
5116	cut	cap	first	Small.100.10.5.71.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1182	0	0	0	0	[8.0, 6.0]	Small	100	10	5	71	gexf
5117	cut	cap	first	Small.100.10.5.71.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1173	0	0	0	0	[8.0, 5.0]	Small	100	10	5	71	gexf
5118	cut	cap	first	Small.100.10.5.71.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1178	0	0	0	0	[8.0, 3.0]	Small	100	10	5	71	gexf
5121	cut	cap	first	Small.100.24.2.71.gexf	100	2400	2	1	[23, 23, 23, 23]	23	21	21.0	inf	509	0	0	0	0	[23.0, 21.0]	Small	100	24	2	71	gexf
5122	cut	cap	first	Small.100.24.2.71.gexf	100	2400	3	2	[23, 23, 23, 23]	23	20	20.0	inf	507	0	0	0	0	[23.0, 20.0]	Small	100	24	2	71	gexf
5123	cut	cap	first	Small.100.24.2.71.gexf	100	2400	5	3	[23, 23, 23, 23]	23	18	18.0	inf	511	0	0	0	0	[23.0, 18.0]	Small	100	24	2	71	gexf
5124	cut	cap	first	Small.100.24.2.71.gexf	100	2400	10	4	[23, 23, 23, 23]	23	13	13.0	inf	508	0	0	0	0	[23.0, 13.0]	Small	100	24	2	71	gexf
5126	cut	cap	first	Small.100.24.5.71.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	511	0	0	0	0	[22.0, 20.0]	Small	100	24	5	71	gexf
5127	cut	cap	first	Small.100.24.5.71.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	511	0	0	0	0	[22.0, 19.0]	Small	100	24	5	71	gexf
5128	cut	cap	first	Small.100.24.5.71.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	513	0	0	0	0	[22.0, 17.0]	Small	100	24	5	71	gexf
5129	cut	cap	first	Small.100.24.5.71.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	514	0	0	0	0	[22.0, 12.0]	Small	100	24	5	71	gexf
5131	cut	cap	first	Small.100.6.2.72.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1831	0	0	0	0	[6.0, 4.0]	Small	100	6	2	72	gexf
5132	cut	cap	first	Small.100.6.2.72.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1805	0	0	0	0	[6.0, 3.0]	Small	100	6	2	72	gexf
5133	cut	cap	first	Small.100.6.2.72.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1843	0	0	0	0	[6.0, 1.0]	Small	100	6	2	72	gexf
5136	cut	cap	first	Small.100.6.5.72.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1809	0	0	0	0	[6.0, 4.0]	Small	100	6	5	72	gexf
5137	cut	cap	first	Small.100.6.5.72.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1839	0	0	0	0	[6.0, 3.0]	Small	100	6	5	72	gexf
5138	cut	cap	first	Small.100.6.5.72.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1850	0	0	0	0	[6.0, 1.0]	Small	100	6	5	72	gexf
