path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5	small_1	constant1	small_2	constant2	best.constant	best.alg
346	Small.1000.10.5.3.gexf	2	9	1	Small	1000	10	5	3	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
347	Small.1000.10.5.3.gexf	3	9	1	Small	1000	10	5	3	gexf	6	1.5	6	1.5	1.5	NA
348	Small.1000.10.5.3.gexf	5	9	1	Small	1000	10	5	3	gexf	4	2.25	4	2.25	2.25	NA
351	Small.1000.24.2.3.gexf	2	23	1	Small	1000	24	2	3	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
352	Small.1000.24.2.3.gexf	3	23	1	Small	1000	24	2	3	gexf	20	1.15	20	1.15	1.15	NA
353	Small.1000.24.2.3.gexf	5	23	1	Small	1000	24	2	3	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
354	Small.1000.24.2.3.gexf	10	23	1	Small	1000	24	2	3	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
356	Small.1000.24.5.3.gexf	2	23	1	Small	1000	24	5	3	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
357	Small.1000.24.5.3.gexf	3	23	1	Small	1000	24	5	3	gexf	20	1.15	20	1.15	1.15	NA
358	Small.1000.24.5.3.gexf	5	23	1	Small	1000	24	5	3	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
359	Small.1000.24.5.3.gexf	10	23	1	Small	1000	24	5	3	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
361	Small.50.6.2.4.gexf	2	5	1	Small	50	6	2	4	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
362	Small.50.6.2.4.gexf	3	5	1	Small	50	6	2	4	gexf	2	2.5	2	2.5	2.5	NA
366	Small.50.6.5.4.gexf	2	6	1	Small	50	6	5	4	gexf	4	1.5	4	1.5	1.5	NA
367	Small.50.6.5.4.gexf	3	6	1	Small	50	6	5	4	gexf	3	2	3	2	2	NA
368	Small.50.6.5.4.gexf	5	6	1	Small	50	6	5	4	gexf	1	6	1	6	6	NA
371	Small.50.10.2.4.gexf	2	9	1	Small	50	10	2	4	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
372	Small.50.10.2.4.gexf	3	9	1	Small	50	10	2	4	gexf	6	1.5	6	1.5	1.5	NA
373	Small.50.10.2.4.gexf	5	9	1	Small	50	10	2	4	gexf	4	2.25	4	2.25	2.25	NA
376	Small.50.10.5.4.gexf	2	6	1	Small	50	10	5	4	gexf	4	1.5	4	1.5	1.5	NA
377	Small.50.10.5.4.gexf	3	6	1	Small	50	10	5	4	gexf	3	2	3	2	2	NA
378	Small.50.10.5.4.gexf	5	6	1	Small	50	10	5	4	gexf	1	6	1	6	6	NA
381	Small.50.24.2.4.gexf	2	26	1	Small	50	24	2	4	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
382	Small.50.24.2.4.gexf	3	26	1	Small	50	24	2	4	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
383	Small.50.24.2.4.gexf	5	26	1	Small	50	24	2	4	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
384	Small.50.24.2.4.gexf	10	26	1	Small	50	24	2	4	gexf	16	1.625	16	1.625	1.625	NA
386	Small.50.24.5.4.gexf	2	26	1	Small	50	24	5	4	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
387	Small.50.24.5.4.gexf	3	26	1	Small	50	24	5	4	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
388	Small.50.24.5.4.gexf	5	26	1	Small	50	24	5	4	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
389	Small.50.24.5.4.gexf	10	26	1	Small	50	24	5	4	gexf	16	1.625	16	1.625	1.625	NA
391	Small.100.6.2.4.gexf	2	5	1	Small	100	6	2	4	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
392	Small.100.6.2.4.gexf	3	5	1	Small	100	6	2	4	gexf	2	2.5	2	2.5	2.5	NA
396	Small.100.6.5.4.gexf	2	6	1	Small	100	6	5	4	gexf	4	1.5	4	1.5	1.5	NA
397	Small.100.6.5.4.gexf	3	6	1	Small	100	6	5	4	gexf	3	2	3	2	2	NA
398	Small.100.6.5.4.gexf	5	6	1	Small	100	6	5	4	gexf	1	6	1	6	6	NA
401	Small.100.10.2.4.gexf	2	9	1	Small	100	10	2	4	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
402	Small.100.10.2.4.gexf	3	9	1	Small	100	10	2	4	gexf	6	1.5	6	1.5	1.5	NA
403	Small.100.10.2.4.gexf	5	9	1	Small	100	10	2	4	gexf	4	2.25	4	2.25	2.25	NA
406	Small.100.10.5.4.gexf	2	8	1	Small	100	10	5	4	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
407	Small.100.10.5.4.gexf	3	8	1	Small	100	10	5	4	gexf	5	1.6	5	1.6	1.6	NA
408	Small.100.10.5.4.gexf	5	8	1	Small	100	10	5	4	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
411	Small.100.24.2.4.gexf	2	24	1	Small	100	24	2	4	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
412	Small.100.24.2.4.gexf	3	24	1	Small	100	24	2	4	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
413	Small.100.24.2.4.gexf	5	24	1	Small	100	24	2	4	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
414	Small.100.24.2.4.gexf	10	24	1	Small	100	24	2	4	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
416	Small.100.24.5.4.gexf	2	25	1	Small	100	24	5	4	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
417	Small.100.24.5.4.gexf	3	25	1	Small	100	24	5	4	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
418	Small.100.24.5.4.gexf	5	25	1	Small	100	24	5	4	gexf	20	1.25	20	1.25	1.25	NA
419	Small.100.24.5.4.gexf	10	25	2	Small	100	24	5	4	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
421	Small.500.6.2.4.gexf	2	5	1	Small	500	6	2	4	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
422	Small.500.6.2.4.gexf	3	5	1	Small	500	6	2	4	gexf	2	2.5	2	2.5	2.5	NA
426	Small.500.6.5.4.gexf	2	7	1	Small	500	6	5	4	gexf	5	1.4	5	1.4	1.4	NA
427	Small.500.6.5.4.gexf	3	7	1	Small	500	6	5	4	gexf	4	1.75	4	1.75	1.75	NA
428	Small.500.6.5.4.gexf	5	7	1	Small	500	6	5	4	gexf	2	3.5	2	3.5	3.5	NA
431	Small.500.10.2.4.gexf	2	8	1	Small	500	10	2	4	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
432	Small.500.10.2.4.gexf	3	8	1	Small	500	10	2	4	gexf	5	1.6	5	1.6	1.6	NA
433	Small.500.10.2.4.gexf	5	8	1	Small	500	10	2	4	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
436	Small.500.10.5.4.gexf	2	8	1	Small	500	10	5	4	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
437	Small.500.10.5.4.gexf	3	8	1	Small	500	10	5	4	gexf	5	1.6	5	1.6	1.6	NA
438	Small.500.10.5.4.gexf	5	8	1	Small	500	10	5	4	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
441	Small.500.24.2.4.gexf	2	23	1	Small	500	24	2	4	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
442	Small.500.24.2.4.gexf	3	23	1	Small	500	24	2	4	gexf	20	1.15	20	1.15	1.15	NA
443	Small.500.24.2.4.gexf	5	23	1	Small	500	24	2	4	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
444	Small.500.24.2.4.gexf	10	23	1	Small	500	24	2	4	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
446	Small.500.24.5.4.gexf	2	22	1	Small	500	24	5	4	gexf	20	1.1	20	1.1	1.1	NA
447	Small.500.24.5.4.gexf	3	22	1	Small	500	24	5	4	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
448	Small.500.24.5.4.gexf	5	22	1	Small	500	24	5	4	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
449	Small.500.24.5.4.gexf	10	22	1	Small	500	24	5	4	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
451	Small.1000.6.2.4.gexf	2	6	1	Small	1000	6	2	4	gexf	4	1.5	4	1.5	1.5	NA
452	Small.1000.6.2.4.gexf	3	6	1	Small	1000	6	2	4	gexf	3	2	3	2	2	NA
453	Small.1000.6.2.4.gexf	5	6	1	Small	1000	6	2	4	gexf	1	6	1	6	6	NA
456	Small.1000.6.5.4.gexf	2	8	1	Small	1000	6	5	4	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
457	Small.1000.6.5.4.gexf	3	8	1	Small	1000	6	5	4	gexf	5	1.6	5	1.6	1.6	NA
458	Small.1000.6.5.4.gexf	5	8	1	Small	1000	6	5	4	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
461	Small.1000.10.2.4.gexf	2	9	1	Small	1000	10	2	4	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
462	Small.1000.10.2.4.gexf	3	9	1	Small	1000	10	2	4	gexf	6	1.5	6	1.5	1.5	NA
463	Small.1000.10.2.4.gexf	5	9	1	Small	1000	10	2	4	gexf	4	2.25	4	2.25	2.25	NA
466	Small.1000.10.5.4.gexf	2	10	1	Small	1000	10	5	4	gexf	8	1.25	8	1.25	1.25	NA
467	Small.1000.10.5.4.gexf	3	10	1	Small	1000	10	5	4	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
468	Small.1000.10.5.4.gexf	5	10	1	Small	1000	10	5	4	gexf	5	2	5	2	2	NA
471	Small.1000.24.2.4.gexf	2	21	1	Small	1000	24	2	4	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
472	Small.1000.24.2.4.gexf	3	21	1	Small	1000	24	2	4	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
473	Small.1000.24.2.4.gexf	5	21	1	Small	1000	24	2	4	gexf	16	1.3125	16	1.3125	1.3125	NA
474	Small.1000.24.2.4.gexf	10	21	1	Small	1000	24	2	4	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
476	Small.1000.24.5.4.gexf	2	27	1	Small	1000	24	5	4	gexf	25	1.08	25	1.08	1.08	NA
477	Small.1000.24.5.4.gexf	3	27	1	Small	1000	24	5	4	gexf	24	1.125	24	1.125	1.125	NA
478	Small.1000.24.5.4.gexf	5	27	1	Small	1000	24	5	4	gexf	22	1.22727272727273	22	1.22727272727273	1.22727272727273	NA
479	Small.1000.24.5.4.gexf	10	27	1	Small	1000	24	5	4	gexf	17	1.58823529411765	17	1.58823529411765	1.58823529411765	NA
481	Small.50.6.2.5.gexf	2	7	1	Small	50	6	2	5	gexf	5	1.4	5	1.4	1.4	NA
482	Small.50.6.2.5.gexf	3	7	1	Small	50	6	2	5	gexf	4	1.75	4	1.75	1.75	NA
483	Small.50.6.2.5.gexf	5	7	1	Small	50	6	2	5	gexf	2	3.5	2	3.5	3.5	NA
486	Small.50.6.5.5.gexf	2	5	1	Small	50	6	5	5	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
487	Small.50.6.5.5.gexf	3	5	1	Small	50	6	5	5	gexf	2	2.5	2	2.5	2.5	NA
491	Small.50.10.2.5.gexf	2	8	1	Small	50	10	2	5	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
492	Small.50.10.2.5.gexf	3	8	1	Small	50	10	2	5	gexf	5	1.6	5	1.6	1.6	NA
493	Small.50.10.2.5.gexf	5	8	1	Small	50	10	2	5	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
496	Small.50.10.5.5.gexf	2	8	1	Small	50	10	5	5	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
497	Small.50.10.5.5.gexf	3	8	1	Small	50	10	5	5	gexf	5	1.6	5	1.6	1.6	NA
498	Small.50.10.5.5.gexf	5	8	1	Small	50	10	5	5	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
501	Small.50.24.2.5.gexf	2	24	1	Small	50	24	2	5	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
502	Small.50.24.2.5.gexf	3	24	1	Small	50	24	2	5	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
503	Small.50.24.2.5.gexf	5	24	1	Small	50	24	2	5	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
504	Small.50.24.2.5.gexf	10	24	1	Small	50	24	2	5	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
506	Small.50.24.5.5.gexf	2	25	1	Small	50	24	5	5	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
507	Small.50.24.5.5.gexf	3	25	1	Small	50	24	5	5	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
508	Small.50.24.5.5.gexf	5	25	1	Small	50	24	5	5	gexf	20	1.25	20	1.25	1.25	NA
509	Small.50.24.5.5.gexf	10	25	2	Small	50	24	5	5	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
511	Small.100.6.2.5.gexf	2	5	1	Small	100	6	2	5	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
512	Small.100.6.2.5.gexf	3	5	1	Small	100	6	2	5	gexf	2	2.5	2	2.5	2.5	NA
516	Small.100.6.5.5.gexf	2	5	1	Small	100	6	5	5	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
517	Small.100.6.5.5.gexf	3	5	1	Small	100	6	5	5	gexf	2	2.5	2	2.5	2.5	NA
521	Small.100.10.2.5.gexf	2	9	1	Small	100	10	2	5	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
522	Small.100.10.2.5.gexf	3	9	1	Small	100	10	2	5	gexf	6	1.5	6	1.5	1.5	NA
523	Small.100.10.2.5.gexf	5	9	1	Small	100	10	2	5	gexf	4	2.25	4	2.25	2.25	NA
526	Small.100.10.5.5.gexf	2	8	1	Small	100	10	5	5	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
527	Small.100.10.5.5.gexf	3	8	1	Small	100	10	5	5	gexf	5	1.6	5	1.6	1.6	NA
528	Small.100.10.5.5.gexf	5	8	1	Small	100	10	5	5	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
531	Small.100.24.2.5.gexf	2	21	1	Small	100	24	2	5	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
532	Small.100.24.2.5.gexf	3	21	1	Small	100	24	2	5	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
533	Small.100.24.2.5.gexf	5	21	1	Small	100	24	2	5	gexf	16	1.3125	16	1.3125	1.3125	NA
534	Small.100.24.2.5.gexf	10	21	1	Small	100	24	2	5	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
536	Small.100.24.5.5.gexf	2	23	1	Small	100	24	5	5	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
537	Small.100.24.5.5.gexf	3	23	1	Small	100	24	5	5	gexf	20	1.15	20	1.15	1.15	NA
538	Small.100.24.5.5.gexf	5	23	1	Small	100	24	5	5	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
539	Small.100.24.5.5.gexf	10	23	1	Small	100	24	5	5	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
541	Small.500.6.2.5.gexf	2	5	1	Small	500	6	2	5	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
542	Small.500.6.2.5.gexf	3	5	1	Small	500	6	2	5	gexf	2	2.5	2	2.5	2.5	NA
546	Small.500.6.5.5.gexf	2	5	1	Small	500	6	5	5	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
547	Small.500.6.5.5.gexf	3	5	1	Small	500	6	5	5	gexf	2	2.5	2	2.5	2.5	NA
551	Small.500.10.2.5.gexf	2	8	1	Small	500	10	2	5	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
552	Small.500.10.2.5.gexf	3	8	1	Small	500	10	2	5	gexf	5	1.6	5	1.6	1.6	NA
553	Small.500.10.2.5.gexf	5	8	1	Small	500	10	2	5	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
556	Small.500.10.5.5.gexf	2	12	1	Small	500	10	5	5	gexf	10	1.2	10	1.2	1.2	NA
557	Small.500.10.5.5.gexf	3	12	1	Small	500	10	5	5	gexf	9	1.33333333333333	9	1.33333333333333	1.33333333333333	NA
558	Small.500.10.5.5.gexf	5	12	1	Small	500	10	5	5	gexf	7	1.71428571428571	7	1.71428571428571	1.71428571428571	NA
559	Small.500.10.5.5.gexf	10	12	1	Small	500	10	5	5	gexf	2	6	2	6	6	NA
561	Small.500.24.2.5.gexf	2	18	1	Small	500	24	2	5	gexf	16	1.125	16	1.125	1.125	NA
562	Small.500.24.2.5.gexf	3	18	1	Small	500	24	2	5	gexf	15	1.2	15	1.2	1.2	NA
563	Small.500.24.2.5.gexf	5	18	1	Small	500	24	2	5	gexf	13	1.38461538461538	13	1.38461538461538	1.38461538461538	NA
564	Small.500.24.2.5.gexf	10	18	1	Small	500	24	2	5	gexf	8	2.25	8	2.25	2.25	NA
566	Small.500.24.5.5.gexf	2	19	1	Small	500	24	5	5	gexf	17	1.11764705882353	17	1.11764705882353	1.11764705882353	NA
567	Small.500.24.5.5.gexf	3	19	1	Small	500	24	5	5	gexf	16	1.1875	16	1.1875	1.1875	NA
568	Small.500.24.5.5.gexf	5	19	1	Small	500	24	5	5	gexf	14	1.35714285714286	14	1.35714285714286	1.35714285714286	NA
569	Small.500.24.5.5.gexf	10	19	1	Small	500	24	5	5	gexf	9	2.11111111111111	9	2.11111111111111	2.11111111111111	NA
571	Small.1000.6.2.5.gexf	2	7	1	Small	1000	6	2	5	gexf	5	1.4	5	1.4	1.4	NA
572	Small.1000.6.2.5.gexf	3	7	1	Small	1000	6	2	5	gexf	4	1.75	4	1.75	1.75	NA
573	Small.1000.6.2.5.gexf	5	7	1	Small	1000	6	2	5	gexf	2	3.5	2	3.5	3.5	NA
576	Small.1000.6.5.5.gexf	2	4	1	Small	1000	6	5	5	gexf	2	2	2	2	2	NA
577	Small.1000.6.5.5.gexf	3	4	1	Small	1000	6	5	5	gexf	1	4	1	4	4	NA
581	Small.1000.10.2.5.gexf	2	10	1	Small	1000	10	2	5	gexf	8	1.25	8	1.25	1.25	NA
582	Small.1000.10.2.5.gexf	3	10	1	Small	1000	10	2	5	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
583	Small.1000.10.2.5.gexf	5	10	1	Small	1000	10	2	5	gexf	5	2	5	2	2	NA
586	Small.1000.10.5.5.gexf	2	9	1	Small	1000	10	5	5	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
587	Small.1000.10.5.5.gexf	3	9	1	Small	1000	10	5	5	gexf	6	1.5	6	1.5	1.5	NA
588	Small.1000.10.5.5.gexf	5	9	1	Small	1000	10	5	5	gexf	4	2.25	4	2.25	2.25	NA
591	Small.1000.24.2.5.gexf	2	23	1	Small	1000	24	2	5	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
592	Small.1000.24.2.5.gexf	3	23	1	Small	1000	24	2	5	gexf	20	1.15	20	1.15	1.15	NA
593	Small.1000.24.2.5.gexf	5	23	1	Small	1000	24	2	5	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
594	Small.1000.24.2.5.gexf	10	23	1	Small	1000	24	2	5	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
596	Small.1000.24.5.5.gexf	2	21	1	Small	1000	24	5	5	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
597	Small.1000.24.5.5.gexf	3	21	1	Small	1000	24	5	5	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
598	Small.1000.24.5.5.gexf	5	21	1	Small	1000	24	5	5	gexf	16	1.3125	16	1.3125	1.3125	NA
599	Small.1000.24.5.5.gexf	10	21	1	Small	1000	24	5	5	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
601	Small.50.6.2.6.gexf	2	6	1	Small	50	6	2	6	gexf	4	1.5	4	1.5	1.5	NA
602	Small.50.6.2.6.gexf	3	6	1	Small	50	6	2	6	gexf	3	2	3	2	2	NA
603	Small.50.6.2.6.gexf	5	6	1	Small	50	6	2	6	gexf	1	6	1	6	6	NA
606	Small.50.6.5.6.gexf	2	4	1	Small	50	6	5	6	gexf	2	2	2	2	2	NA
607	Small.50.6.5.6.gexf	3	4	1	Small	50	6	5	6	gexf	1	4	1	4	4	NA
611	Small.50.10.2.6.gexf	2	8	1	Small	50	10	2	6	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
612	Small.50.10.2.6.gexf	3	8	1	Small	50	10	2	6	gexf	5	1.6	5	1.6	1.6	NA
613	Small.50.10.2.6.gexf	5	8	1	Small	50	10	2	6	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
616	Small.50.10.5.6.gexf	2	10	1	Small	50	10	5	6	gexf	8	1.25	8	1.25	1.25	NA
617	Small.50.10.5.6.gexf	3	10	1	Small	50	10	5	6	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
618	Small.50.10.5.6.gexf	5	10	1	Small	50	10	5	6	gexf	5	2	5	2	2	NA
621	Small.50.24.2.6.gexf	2	24	1	Small	50	24	2	6	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
622	Small.50.24.2.6.gexf	3	24	1	Small	50	24	2	6	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
623	Small.50.24.2.6.gexf	5	24	1	Small	50	24	2	6	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
624	Small.50.24.2.6.gexf	10	24	1	Small	50	24	2	6	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
626	Small.50.24.5.6.gexf	2	20	1	Small	50	24	5	6	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
627	Small.50.24.5.6.gexf	3	20	1	Small	50	24	5	6	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
628	Small.50.24.5.6.gexf	5	20	1	Small	50	24	5	6	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
629	Small.50.24.5.6.gexf	10	20	1	Small	50	24	5	6	gexf	10	2	10	2	2	NA
631	Small.100.6.2.6.gexf	2	5	1	Small	100	6	2	6	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
632	Small.100.6.2.6.gexf	3	5	1	Small	100	6	2	6	gexf	2	2.5	2	2.5	2.5	NA
636	Small.100.6.5.6.gexf	2	4	1	Small	100	6	5	6	gexf	2	2	2	2	2	NA
637	Small.100.6.5.6.gexf	3	4	1	Small	100	6	5	6	gexf	1	4	1	4	4	NA
641	Small.100.10.2.6.gexf	2	9	1	Small	100	10	2	6	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
642	Small.100.10.2.6.gexf	3	9	1	Small	100	10	2	6	gexf	6	1.5	6	1.5	1.5	NA
643	Small.100.10.2.6.gexf	5	9	1	Small	100	10	2	6	gexf	4	2.25	4	2.25	2.25	NA
646	Small.100.10.5.6.gexf	2	11	1	Small	100	10	5	6	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
647	Small.100.10.5.6.gexf	3	11	1	Small	100	10	5	6	gexf	8	1.375	8	1.375	1.375	NA
648	Small.100.10.5.6.gexf	5	11	1	Small	100	10	5	6	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
649	Small.100.10.5.6.gexf	10	11	1	Small	100	10	5	6	gexf	1	11	1	11	11	NA
651	Small.100.24.2.6.gexf	2	21	1	Small	100	24	2	6	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
652	Small.100.24.2.6.gexf	3	21	1	Small	100	24	2	6	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
653	Small.100.24.2.6.gexf	5	21	1	Small	100	24	2	6	gexf	16	1.3125	16	1.3125	1.3125	NA
654	Small.100.24.2.6.gexf	10	21	1	Small	100	24	2	6	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
656	Small.100.24.5.6.gexf	2	21	1	Small	100	24	5	6	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
657	Small.100.24.5.6.gexf	3	21	1	Small	100	24	5	6	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
658	Small.100.24.5.6.gexf	5	21	1	Small	100	24	5	6	gexf	16	1.3125	16	1.3125	1.3125	NA
659	Small.100.24.5.6.gexf	10	21	1	Small	100	24	5	6	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
661	Small.500.6.2.6.gexf	2	6	1	Small	500	6	2	6	gexf	4	1.5	4	1.5	1.5	NA
662	Small.500.6.2.6.gexf	3	6	1	Small	500	6	2	6	gexf	3	2	3	2	2	NA
663	Small.500.6.2.6.gexf	5	6	1	Small	500	6	2	6	gexf	1	6	1	6	6	NA
666	Small.500.6.5.6.gexf	2	6	1	Small	500	6	5	6	gexf	4	1.5	4	1.5	1.5	NA
667	Small.500.6.5.6.gexf	3	6	1	Small	500	6	5	6	gexf	3	2	3	2	2	NA
668	Small.500.6.5.6.gexf	5	6	1	Small	500	6	5	6	gexf	1	6	1	6	6	NA
671	Small.500.10.2.6.gexf	2	8	1	Small	500	10	2	6	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
672	Small.500.10.2.6.gexf	3	8	1	Small	500	10	2	6	gexf	5	1.6	5	1.6	1.6	NA
673	Small.500.10.2.6.gexf	5	8	1	Small	500	10	2	6	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
676	Small.500.10.5.6.gexf	2	7	1	Small	500	10	5	6	gexf	5	1.4	5	1.4	1.4	NA
677	Small.500.10.5.6.gexf	3	7	1	Small	500	10	5	6	gexf	4	1.75	4	1.75	1.75	NA
678	Small.500.10.5.6.gexf	5	7	1	Small	500	10	5	6	gexf	2	3.5	2	3.5	3.5	NA
681	Small.500.24.2.6.gexf	2	22	1	Small	500	24	2	6	gexf	20	1.1	20	1.1	1.1	NA
682	Small.500.24.2.6.gexf	3	22	1	Small	500	24	2	6	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
683	Small.500.24.2.6.gexf	5	22	1	Small	500	24	2	6	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
684	Small.500.24.2.6.gexf	10	22	1	Small	500	24	2	6	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
686	Small.500.24.5.6.gexf	2	22	1	Small	500	24	5	6	gexf	20	1.1	20	1.1	1.1	NA
687	Small.500.24.5.6.gexf	3	22	1	Small	500	24	5	6	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
688	Small.500.24.5.6.gexf	5	22	1	Small	500	24	5	6	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
